,NO.,ORDER DATE,DIRECTOR,SITE,STATUS,MAIN DES,COMTOR,DUR(h),TRANS DUR(h),DELIVER BEFORE(h),CONFIRM TIME (h),DEADLINE,WORK DATE,DESIGN IMPORTANT,START WORK,END WORK,FIX DUR,"BREAK/
CONFIRM","WORK
DURATION",LAG,DES NOTES,DES1,DUR1,DES2,DUR2,DES3,DUR3,DES4,DUR4,
1,v1603-0355,3/17/2016,Ishihara,kirameki-paint.com/,mail:done,TramNTH,ManDH,3,0.5,15:00,,18/03/2016,18/03/2016,,9:30,12:00,,,2.5,-0.5,,TramNTH,3,,,,,,,1
1,v1603-0357,3/17/2016,Ishihara,economy-kaigyo.com/,mail:done,LinhKT,ManDH,0.5,0.5,,,18/03/2016,18/03/2016,,17:00,17:30,,,0.5,0,,LinhKT,0.5,,,,,,,1
1,v1603-0364,3/17/2016,Inoue,sato-ext.jp/,mail:done,LinhKT,NguyenLDH,1,0,13:00,,18/03/2016,18/03/2016,,8:30,9:30,,,1,0,,LinhKT,1,,,,,,,1
1,v1603-0365,3/17/2016,Asano,k-koko.com/,mail:done,LinhKT,NguyenLDH,3.5,1,,,18/03/2016,18/03/2016,,13:30,17:00,,,3.5,0,,LinhKT,3.5,,,,,,,1
1,v1603-0366,3/17/2016,Miyagi,domm8199.com/,mail:done,DiepBNH,ManDH,2.5,0,14:00,,18/03/2016,18/03/2016,,8:30,11:00,,,2.5,0,,DiepBNH,2.5,,,,,,,1
1,v1603-0367,3/17/2016,Kawashima,wasoushashin.com/,mail:done,KhangPH,ManDH,1,0,12:00,,18/03/2016,18/03/2016,,8:30,9:30,,,1,0,,KhangPH,1,,,,,,,1
1,v1603-0368,3/17/2016,Inoue,alpha-inter.co.jp/,mail:done,DiepBNH,ManDH,1.5,0,12:00,,18/03/2016,18/03/2016,,9:30,12:00,,,2.5,1,info/download.html,DiepBNH,1.5,,,,,,,1
1,v1603-0369,3/17/2016,Kaneko,fcgate.com/,mail:done,TrucTTT,ManDH,4,0,14:30,,18/03/2016,18/03/2016,,8:30,11:30,,,3,-1,http://service.fvn-office.net/fvn/TrucTTT/369/column/,TrucTTT,4,,,,,,,1
1,v1603-0370,3/17/2016,Sawada,chocotto-reform.com/,mail:done,LinhKT,ManDH,3,0,14:00,,18/03/2016,18/03/2016,,9:30,13:30,,1:00,3,0,,LinhKT,3,,,,,,,1
1,v1603-0371,3/17/2016,Kaneko,mshika.com/,mail:done,TramNTH,ManDH,1.5,0,12:00,,18/03/2016,18/03/2016,,8:30,9:30,,,1,-0.5,,TramNTH,1.5,,,,,,,1
1,v1603-0372,3/17/2016,Miyagi,hfujimotoshikanobuto.jp/,mail:done,DiepBNH,ManDH,0.5,0,16:30,,18/03/2016,18/03/2016,,10:00,10:30,,,0.5,0,,DiepBNH,0.5,,,,,,,1
1,v1603-0373,3/17/2016,Sawada,ecohouse-neo.com/,mail:done,BinhNT,ManDH,1.5,0,13:30,,18/03/2016,18/03/2016,,8:30,10:00,,,1.5,0,,BinhNT,1.5,,,,,,,1
1,v1603-0374,3/17/2016,Ishihara,okada8241.net/,mail:done,BinhNT,ManDH,1,0.5,,,18/03/2016,18/03/2016,,16:30,17:30,,,1,0,,BinhNT,1,,,,,,,1
1,v1603-0375,3/17/2016,Suzuki,nakanokensou.jp/,mail:done,TruyenLC,ManDH,4,1,10:00,,18/03/2016,17/03/2016,,13:30,17:30,,,4,0,th?m c?ng s? cho 0222,TruyenLC,4,,,,,,,1
1,v1603-0376,3/17/2016,Miyagi,nailcraft.co.jp/,mail:done,KhangPH,NguyenLDH,3,0,16:00,,18/03/2016,18/03/2016,,10:00,14:00,,1:00,3,0,,KhangPH,3,,,,,,,1
1,v1603-0377,3/17/2016,Ariyoshi,body77.jp/,mail:done,TramNTH,ManDH,4,1,,,18/03/2016,18/03/2016,,14:00,17:00,,,3,-1,,TramNTH,4,,,,,,,1
,v1603-0378,3/17/2016,Lim,nakagawadent.net/,mail:done,KhangPH,NguyenLDH,4.5,1,17:00,,18/03/2016,18/03/2016,,13:30,18:00,,,4.5,0,,,,,,,,,,
1,v1603-0379,3/17/2016,Ariyoshi,ticketking.jp/,mail:done,TrucTTT,ManDH,6,1,,,18/03/2016,18/03/2016,,11:00,17:30,,1:00,5.5,-0.5,,TrucTTT,6,,,,,,,1
1,v1603-0380,3/17/2016,Takeuchi,land-fab-baikyaku.jp/,mail:done,NhaNTT,NguyenLDH,5,0,15:00,,18/03/2016,18/03/2016,,8:30,13:30,,1:00,4,-1,,NhaNTT,5,,,,,,,1
1,v1603-0381,3/17/2016,Suzuki,p-sharakukan.com/,mail:done,DucTP,NguyenLDH,6,1,,,18/03/2016,18/03/2016,,9:00,16:00,,1:00,6,0,"g?m order 381, 382, 383, giao h?ng v?o 22/03",DucTP,6,,,,,,,1
1,v1603-0384,3/17/2016,Yoshioka,lacaliffa.jp/,mail:done,DucTP,NguyenLDH,3,0,15:00,,18/03/2016,18/03/2016,,8:30,12:00,,,3.5,0.5,,DucTP,3,,,,,,,1
1,v1603-0385,3/17/2016,Suzuki,itr-audition.com/,mail:done,HuyTV,NguyenLDH,3,0.5,16:00,,18/03/2016,18/03/2016,,13:00,16:00,,,3,0,http://service.fvn-office.net/fvn/huytv/Maint/itr-audition.com/,HuyTV,3,,,,,,,1
1,v1603-0386,3/17/2016,Suzuki,bmove-oem.com/,mail:done,NhaNTT,ManDH,6,1,,,18/03/2016,18/03/2016,,13:30,17:30,,,4,-2,c?ng v?i 387,NhaNTT,6,,,,,,,1
1,v1603-0391,3/18/2016,Ariyoshi,iemoto-dc.com/,mail:done,HuyTV,NguyenLDH,3,0.5,,,18/03/2016,18/03/2016,,14:30,17:30,,,3,0,,HuyTV,3,,,,,,,1
1,v1603-0393,3/18/2016,Ariyoshi,wired-visions.com/test160310/,mail:done,DiepBNH,NguyenLDH,2,0.5,,,18/03/2016,18/03/2016,,13:00,15:00,,,2,0,,DiepBNH,2,,,,,,,1
1,v1603-0399,3/18/2016,Kaneko,mshika.com/,mail:done,TramNTH,ManDH,1,0,,,18/03/2016,18/03/2016,,17:00,17:30,,,0.5,-0.5,them cong so 371,TramNTH,1,,,,,,,1
1,v1603-0356,3/18/2016,Ishihara,miyabi-kobo.com/,mail:done,HuyTV,NguyenLDH,3,0.5,,,21/03/2016,21/03/2016,,10:30,14:30,,1:00,3,0,,HuyTV,3,,,,,,,1
1,v1603-0382,3/17/2016,Suzuki,p-sharakukan.com/,mail:done,DucTP,NguyenLDH,6,1,,,21/03/2016,21/03/2016,,8:30,17:30,,,9,3,"g?m order 381, 382, 383, giao h?ng v?o 22/03",DucTP,6,,,,,,,1
1,v1603-0387,3/17/2016,Suzuki,bmove-oem.com/,mail:done,NhaNTT,ManDH,6,1,,,21/03/2016,21/03/2016,,10:00,17:00,,1:00,6,0,c?ng order v?i 386,NhaNTT,6,,,,,,,1
1,v1603-0388,3/18/2016,Miyagi,iwashitashika.com/,mail:done,DiepBNH,ManDH,4,0,,,21/03/2016,21/03/2016,,9:30,14:30,,1:00,4,0,,DiepBNH,4,,,,,,,1
1,v1603-0389,3/18/2016,Inoue,tama-dc.net/,mail:done,LinhKT,ManDH,1,0,12:00,,21/03/2016,21/03/2016,,8:30,9:30,,,1,0,,LinhKT,1,,,,,,,1
1,v1603-0390,3/18/2016,Miyagi,volante-vip.jp/,mail:done,DiepBNH,ManDH,1,0,,,21/03/2016,21/03/2016,,8:30,9:30,,,1,0,,DiepBNH,1,,,,,,,1
1,v1603-0392,3/18/2016,Miyagi,egao-kyousei.com/,mail:done,LinhKT,ManDH,1.5,0,,,21/03/2016,21/03/2016,,9:30,11:00,,,1.5,0,,LinhKT,1.5,,,,,,,1
1,v1603-0395,3/18/2016,Miyagi,nippon-xypex.com/,mail:done,LinhKT,ManDH,1.5,0,,,21/03/2016,21/03/2016,,11:00,13:30,,,2.5,1,,LinhKT,1.5,,,,,,,1
1,v1603-0398,3/18/2016,Miyagi,nihon-kodomo.jp/,mail:done,VuLDN,ManDH,3,0,,,21/03/2016,21/03/2016,,9:00,13:00,,1:00,3,0,,VuLDN,3,,,,,,,1
1,v1603-0400,3/18/2016,Tanaka,implant-tokushima.jp/,mail:done,LinhKT,NguyenLDH,1.5,0.5,,,21/03/2016,21/03/2016,,13:30,15:00,,,1.5,0,,LinhKT,1.5,,,,,,,1
1,v1603-0401,3/18/2016,Kawashima,weltec.jp/,mail:done,HuyTV,ManDH,2,0.5,,,21/03/2016,21/03/2016,,8:30,10:30,,,2,0,http://service.fvn-office.net/fvn/huytv/Maint/weltec.jp/,HuyTV,2,,,,,,,1
1,v1603-0402,3/18/2016,Yoshioka,yamagatadc.com/,mail:done,NhaNTT,ManDH,1.5,0,,,21/03/2016,21/03/2016,,8:30,10:00,,,1.5,0,,NhaNTT,1.5,,,,,,,1
1,v1603-0403,3/18/2016,Ishihara,ha-narabi.jp/,mail:done,LinhKT,NguyenLDH,1.5,0.5,,,21/03/2016,21/03/2016,,15:00,16:30,,,1.5,0,,LinhKT,1.5,,,,,,,1
1,v1603-0404,3/18/2016,Ariyoshi,pcaid119.jp/,mail:done,KhangPH,ManDH,4.5,1,,,21/03/2016,22/03/2016,,8:30,14:30,,1:00,5,0.5,http://service.fvn-office.net/fvn/khangph/area-list/area/,KhangPH,4.5,,,,,,,1
1,v1603-0405,3/18/2016,Ariyoshi,ps-kimura.jp/,mail:done,ThanhNLY,ManDH,0.5,0.5,,,21/03/2016,21/03/2016,,9:00,9:30,,,0.5,0,,ThanhNLY,0.5,,,,,,,1
1,v1603-0406,3/18/2016,Ariyoshi,tout-couleur.com/,mail:done,TramNTH,ManDH,3,0.5,,,21/03/2016,21/03/2016,,8:30,11:30,,,3,0,"http://service.fvn-office.net/fvn/TramNTH/0406/
ko co folder tiny v? blog n?n ko canh dc height ch? canh t??ng ??i so v?i site ?ang ch?y ",TramNTH,3,,,,,,,1
1,v1603-0408,3/18/2016,Ishihara,kuremoto-namba.com/,mail:done,TrucTTT,ManDH,1,0.5,,,21/03/2016,21/03/2016,,8:30,9:30,,,1,0,,TrucTTT,1,,,,,,,1
1,v1603-0410,3/18/2016,Miyagi,himawaridc.jp/,mail:done,ThanhNLY,NguyenLDH,0.5,0,,,21/03/2016,21/03/2016,,9:30,10:00,,,0.5,0,,ThanhNLY,0.5,,,,,,,1
1,v1603-0411,3/18/2016,Suzuki,englishschool-wing.com/,mail:done,TrucTTT,ManDH,5,1,,,21/03/2016,21/03/2016,,9:30,15:30,,1:00,5,0,http://service.fvn-office.net/fvn/TrucTTT/411/fmail/,TrucTTT,5,,,,,,,1
1,v1603-0412,3/18/2016,Suzuki,dolphin-life-project.co.jp/,mail:done,KhangPH,ManDH,3.5,1,,,21/03/2016,21/03/2016,,14:00,17:30,,,3.5,0,http://service.fvn-office.net/fvn/khangph/412/fmail/fmail.cgi,KhangPH,3.5,,,,,,,1
1,v1603-0354,3/17/2016,Ishihara,kirameki-roof.com/,mail:done,LinhKT,ManDH,3,0.5,,,22/03/2016,22/03/2016,,8:30,11:30,,,3,0,,LinhKT,3,,,,,,,1
1,v1603-0383,3/17/2016,Suzuki,p-sharakukan.com/,mail:done,DucTP,NguyenLDH,6,1,17:30,,22/03/2016,22/03/2016,,8:30,16:30,,,8,2,"g?m order 381, 382, 383, giao h?ng v?o 22/03
http://service.fvn-office.net/fvn/ducdemo/381/fmail/",DucTP,6,,,,,,,1
1,v1603-0394,3/18/2016,Kaneko,fujikawa-shika.com/,mail:done,ThanhNLY,ManDH,5,0,13:00,,22/03/2016,21/03/2016,,11:00,16:00,,,5,0,,ThanhNLY,5,,,,,,,1
1,v1603-0396,3/18/2016,Kaneko,pacific-chemical.com/,mail:done,DiepBNH,ManDH,0.5,0,12:00,,22/03/2016,22/03/2016,,8:30,9:00,,,0.5,0,,DiepBNH,0.5,,,,,,,1
1,v1603-0397,3/18/2016,Kaneko,ennami-shika.com/,mail:done,TramNTH,ManDH,1,0,12:30,,22/03/2016,21/03/2016,,11:30,13:30,,1:00,1,0,,TramNTH,1,,,,,,,1
1,v1603-0409,3/22/2016,Sawada,tsys-powersolutions.com/hcb/,mail:done,TrucTTT,ManDH,2,0,,,22/03/2016,22/03/2016,,8:30,10:30,,,2,0,,TrucTTT,2,,,,,,,1
1,v1603-0413,3/21/2016,Asano,hikarikensou.jp/,mail:done,HuyTV,ManDH,3,0,,,22/03/2016,21/03/2016,,14:30,17:30,,,3,0,,HuyTV,3,,,,,,,1
1,v1603-0414,3/22/2016,Ariyoshi,ykj.jp/test160310/,mail:done,TramNTH,HuyenNTT,1.5,0.5,,,22/03/2016,22/03/2016,,10:00,11:30,,,1.5,0,,TramNTH,1.5,,,,,,,1
1,v1603-0415,3/22/2016,Miyagi,corfe.jp/,mail:done,ThanhNLY,ManDH,1,0,,,22/03/2016,22/03/2016,,10:00,11:00,,,1,0,,ThanhNLY,1,,,,,,,1
1,v1603-0417,3/22/2016,Ariyoshi,morinomiyakanada-dc.com/,mail:done,TramNTH,ManDH,1.5,0.5,,,22/03/2016,22/03/2016,,8:30,10:00,,,1.5,0,,TramNTH,1.5,,,,,,,1
1,v1603-0418,3/22/2016,Takeuchi,chiaretta-fashion.com/,mail:done,BinhNT,NguyenLDH,1.5,0,,,22/03/2016,22/03/2016,,10:00,11:30,,,1.5,0,http://service.fvn-office.net/fvn/binhnt/418/flow.html,BinhNT,1.5,,,,,,,1
1,v1603-0407,3/22/2016,Ishihara,kuki-do.com/,mail:done,LinhKT,ManDH,0.5,0.5,15:00,,23/03/2016,22/03/2016,,13:00,13:30,,,0.5,0,,LinhKT,0.5,,,,,,,1
1,v1603-0416,3/22/2016,Kawashima,tkdo-w.jp/,mail:done,TramNTH,HuyenNTT,1,0,12:00,,23/03/2016,22/03/2016,,11:30,13:30,,1:00,1,0,,TramNTH,1,,,,,,,1
1,v1603-0419,3/22/2016,Kawashima,tkdo.jp/,mail:done,TramNTH,ManDH,1,0,12:00,,23/03/2016,22/03/2016,,13:30,14:30,,,1,0,,TramNTH,1,,,,,,,1
1,v1603-0420,3/22/2016,Ishihara,alice-yagi.com/,mail:done,LinhKT,ManDH,0.5,0.5,,,23/03/2016,22/03/2016,,13:30,14:00,,,0.5,0,,LinhKT,0.5,,,,,,,1
1,v1603-0421,3/22/2016,Ishihara,nikken-dl.jp/,mail:done,DiepBNH,ManDH,2,0.5,,,23/03/2016,22/03/2016,,14:00,16:00,,,2,0,,DiepBNH,2,,,,,,,1
1,v1603-0423,3/22/2016,Sawada,lcd-module.jp/,mail:done,ThanhNLY,ManDH,3.5,0,14:00,,23/03/2016,22/03/2016,,13:00,16:30,,,3.5,0,,ThanhNLY,3.5,,,,,,,1
1,v1603-0425,3/22/2016,Takeuchi,kato-dental-clinic.jp/,mail:done,DiepBNH,ManDH,1.5,0,,,23/03/2016,22/03/2016,,13:00,14:30,,,1.5,0,,DiepBNH,1.5,,,,,,,1
1,v1603-0427,3/22/2016,Asano,kodama-t.co.jp/,mail:done,ThanhNLY,ManDH,6,1,,,23/03/2016,23/03/2016,,9:00,16:00,,1:00,6,0,,ThanhNLY,6,,,,,,,1
1,v1603-0428,3/22/2016,Sawada,f-gol.jp/,mail:done,LinhKT,ManDH,1,0,13:00,,23/03/2016,22/03/2016,,14:00,15:00,,,1,0,http://service.fvn-office.net/fvn/LinhKT/v1603-0428_f-gol.jp/160323_02_bk/example/,LinhKT,1,,,,,,,1
1,v1603-0429,3/22/2016,Nishitani,tennis-school.jp/,mail:done,TramNTH,ManDH,5,1,,,23/03/2016,23/03/2016,,13:00,17:30,,,4.5,-0.5,http://service.fvn-office.net/fvn/TramNTH/0429/,TramNTH,5,,,,,,,1
1,v1603-0431,3/22/2016,Sawada,leaktester-navi.jp/,mail:done,BinhNT,ManDH,1.5,0,13:30,,23/03/2016,22/03/2016,,15:00,16:30,,,1.5,0,,BinhNT,1.5,,,,,,,1
1,v1603-0432,3/22/2016,Kaneko,kowa-meister.com/,mail:done,TramNTH,ManDH,2.5,0,13:00,,23/03/2016,23/03/2016,,9:00,11:00,,,2,-0.5,,KhangPH,3.5,,,,,,,1
1,v1603-0433,3/22/2016,Kaneko,leaktester.co.jp/,mail:done,KhangPH,NguyenLDH,3.5,0,15:00,,23/03/2016,23/03/2016,,8:30,12:00,,,3.5,0,,KhangPH,3.5,,,,,,,1
1,v1603-0434,3/22/2016,Tsukamoto,fukuoka-orange.com/,mail:done,LinhKT,ManDH,2,0.5,,,23/03/2016,23/03/2016,,13:00,15:00,,,2,0,,LinhKT,2,,,,,,,1
1,v1603-0435,3/22/2016,Inoue,igumi-dc.com/,mail:done,TramNTH,ManDH,1,0,13:00,,23/03/2016,23/03/2016,,8:30,9:00,,,0.5,-0.5,,TramNTH,1,,,,,,,1
1,v1603-0436,3/22/2016,Ariyoshi,tsuda-dental.com/,mail:done,LinhKT,ManDH,2,0.5,,,23/03/2016,23/03/2016,,15:00,17:00,,,2,0,,LinhKT,2,,,,,,,1
1,v1603-0437,3/22/2016,Nishitani,easy-english.jp/,mail:done,NhaNTT,HuyenNTT,1.5,0.5,,,23/03/2016,22/03/2016,,10:00,11:30,,,1.5,0,,NhaNTT,1.5,,,,,,,1
1,v1603-0438,3/22/2016,Nishitani,ee-stepup.com/,mail:done,TienND,ManDH,1,0.5,,,23/03/2016,23/03/2016,,8:30,9:30,,,1,0,,TienND,1,,,,,,,1
1,v1603-0439,3/22/2016,Yoshioka,nfa-g.com/,mail:done,DiepBNH,HuyenNTT,1,0,13:00,,23/03/2016,22/03/2016,,16:30,17:30,,,1,0,,DiepBNH,1,,,,,,,1
1,v1603-0440,3/22/2016,Takeuchi,lucent-shika.com/,mail:done,NhaNTT,HuyenNTT,1.5,0,,,23/03/2016,22/03/2016,,8:30,10:00,,,1.5,0,,NhaNTT,1.5,,,,,,,1
1,v1603-0441,3/22/2016,Takeuchi,lucent-shika.com/,mail:done,BinhNT,NguyenLDH,3,0.5,,,23/03/2016,23/03/2016,,10:00,14:00,,1:00,3,0,,BinhNT,3,,,,,,,1
1,v1603-0442,3/22/2016,Ariyoshi,asakawa-hikkoshi.com/,mail:done,BinhNT,HuyenNTT,2,0.5,,,23/03/2016,23/03/2016,,14:00,16:00,,,2,0,,BinhNT,2,,,,,,,1
1,v1603-0443,3/22/2016,Tanaka,kawata-dental.jp/,mail:done,NamPQ,HuyenNTT,1.5,0.5,14:00,,23/03/2016,23/03/2016,,8:30,10:00,,,1.5,0,,NamPQ,1.5,,,,,,,1
1,v1603-0444,3/22/2016,Takeuchi,chiaretta-fashion.com/,mail:done,NamPQ,HuyenNTT,2,0,,,23/03/2016,23/03/2016,,10:00,12:00,,,2,0,http://service.fvn-office.net/fvn/Nampq/2016/mainternance/160323_02_bk/,NamPQ,2,,,,,,,1
1,v1603-0449,3/23/2016,Suzuki,earth-act-support.jp/,mail:done,NhaNTT,NguyenLDH,3,0.5,,,23/03/2016,23/03/2016,,10:00,14:00,,1:00,3,0,,NhaNTT,3,,,,,,,1
1,v1603-0451,3/23/2016,Kawashima,tkdo-w.jp/,mail:done,TramNTH,ManDH,0.5,0,,,23/03/2016,23/03/2016,,11:00,11:15,,,0.25,-0.25,,TramNTH,0.5,,,,,,,1
1,v1603-0452,3/23/2016,Kawashima,tkdo.jp/,mail:done,TramNTH,ManDH,0.5,0,,,23/03/2016,23/03/2016,,11:15,11:30,,,0.25,-0.25,,TramNTH,0.5,,,,,,,1
1,v1603-0468,3/23/2016,Ariyoshi,ykj.jp/,mail:done,TramNTH,ManDH,1,0,,,23/03/2016,23/03/2016,,11:30,12:00,,,0.5,-0.5,th?m c?ng s? 414,TramNTH,1,,,,,,,1
1,v1603-0430,3/23/2016,Ishihara,kanno-dc.com/,mail:done,TramNTH,HuyenNTT,1.5,0.5,,,24/03/2016,24/03/2016,,16:30,17:30,,,1,-0.5,,TramNTH,1.5,,,,,,,1
1,v1603-0445,3/23/2016,Takeuchi,plumber-ohta.com/,mail:done,TrucTTT,NguyenLDH,3,0,,,24/03/2016,23/03/2016,,8:30,11:30,,,3,0,,TrucTTT,3,,,,,,,1
1,v1603-0446,3/23/2016,Kawashima,heart-dc.com/ ,mail:done,KhangPH,HuyenNTT,2,0.5,13:00,,24/03/2016,24/03/2016,,8:30,10:30,,,2,0,,KhangPH,2,,,,,,,1
1,v1603-0447,3/23/2016,Inoue,tabo-shika.com/,mail:done,TramNTH,NguyenLDH,2.5,0,13:00,,24/03/2016,24/03/2016,,8:30,11:00,,,2.5,0,,TramNTH,2.5,,,,,,,1
1,v1603-0448,3/23/2016,Takeuchi,sakyoyama-dc.smart-change.info/,mail:done,BichVTN,NguyenLDH,2,0,,,24/03/2016,23/03/2016,,16:00,17:30,,,1.5,-0.5,,BichVTN,2,,,,,,,1
1,v1603-0450,3/23/2016,Ishihara,onishi-shika.jp/,mail:done,HuyTV,HuyenNTT,2,0.5,,,24/03/2016,23/03/2016,,13:00,15:00,,,2,0,,HuyTV,2,,,,,,,1
1,v1603-0453,3/23/2016,Shinozuka,star-shika.com/,mail:done,ThanhNLY,ManDH,5,0,15:00,,24/03/2016,24/03/2016,,9:00,15:00,,1:00,5,0,,ThanhNLY,5,,,,,,,1
1,v1603-0454,3/23/2016,Ishihara,fujihira-dc.com/ ,mail:done,HuyTV,HuyenNTT,1,0.5,,,24/03/2016,23/03/2016,,16:00,17:00,,,1,0,,HuyTV,1,,,,,,,1
1,v1603-0455,3/23/2016,Sawada,hatudenki-rental.com/,mail:done,BinhNT,ManDH,3,0,14:00,,24/03/2016,24/03/2016,,8:30,11:30,,,3,0,,BinhNT,3,,,,,,,1
1,v1603-0456,3/23/2016,Takeuchi,cyubujuki.com/ ,mail:done,TramNTH,HuyenNTT,3.5,0,,,24/03/2016,24/03/2016,,14:00,16:30,,,2.5,-1,,TramNTH,3.5,,,,,,,1
1,v1603-0457,3/23/2016,Tanaka,kanbara-koumuten.jp/,mail:done,LinhKT,HuyenNTT,6,1,,,24/03/2016,24/03/2016,,8:30,15:00,,1:00,5.5,-0.5,,LinhKT,6,,,,,,,1
1,v1603-0458,3/23/2016,Ariyoshi,ticketking.jp/ ,mail:done,NhaNTT,HuyenNTT,6,1,,,24/03/2016,24/03/2016,,11:00,17:30,,1:00,5.5,-0.5,,NhaNTT,6,,,,,,,1
1,v1603-0459,3/23/2016,Takeuchi,dental-stage.jp/,mail:done,HuyTV,HuyenNTT,3,0,,,24/03/2016,23/03/2016,,13:00,16:00,,,3,0,,HuyTV,3,,,,,,,1
1,v1603-0460,3/23/2016,Suzuki,nakanokensou.jp/,mail:done,TrucTTT,NguyenLDH,6,1,,,24/03/2016,24/03/2016,,8:30,15:30,,1:00,6,0,"g?m 460, 461, 462,463 giao h?ng trong ng?y 29/3",TrucTTT,6,,,,,,,1
1,v1603-0464,3/23/2016,Takeuchi,ouhara-shika.jp/ ,mail:done,TramNTH,HuyenNTT,1.5,0,,,24/03/2016,24/03/2016,,13:00,14:00,,,1,-0.5,,TramNTH,1.5,,,,,,,1
1,v1603-0465,3/23/2016,Ariyoshi,itr-audition.com/,mail:done,BinhNT,ManDH,2.5,0.5,,,24/03/2016,24/03/2016,,13:00,15:30,,,2.5,0,,BinhNT,2.5,,,,,,,1
1,v1603-0466,3/23/2016,Asano,silk-house.jp/ ,mail:done,NhaNTT,ManDH,4,1,,,24/03/2016,23/03/2016,,8:30,13:30,,1:00,4,0,,NhaNTT,4,,,,,,,1
1,v1603-0467,3/23/2016,Ariyoshi,zekkenyasan.co.jp/ ,mail:done,TramNTH,ManDH,1,0.5,,,24/03/2016,24/03/2016,,11:00,12:00,,,1,0,,TramNTH,1,,,,,,,1
1,v1603-0469,3/23/2016,Shinozuka,daigo-kensetu.co.jp/,mail:done,NhaNTT,ManDH,2.5,0,13:00,,24/03/2016,24/03/2016,,8:30,11:00,,,2.5,0,,NhaNTT,2.5,,,,,,,1
1,v1603-0470,3/23/2016,Ariyoshi,kitazono-ortho.com/,mail:done,BichVTN,ManDH,1.5,0.5,,,24/03/2016,24/03/2016,,9:00,9:30,,,0.5,-1,,BichVTN,1.5,,,,,,,1
1,v1603-0471,3/23/2016,Ishihara,nishokan.com/,mail:done,BichVTN,ManDH,0.5,0.5,,,24/03/2016,24/03/2016,,9:30,10:00,,,0.5,0,,BichVTN,0.5,,,,,,,1
1,v1603-0472,3/23/2016,Ariyoshi,tdhome.biz/,mail:done,HuyTV,ManDH,2,0.5,,,24/03/2016,24/03/2016,,9:00,11:00,,,2,0,,HuyTV,2,,,,,,,1
1,v1603-0474,3/23/2016,Suzuki,fukuoka-vocal.com/ ,mail:done,BichVTN,NguyenLDH,6,1,,,24/03/2016,24/03/2016,,10:30,17:30,,1:00,1,-5,http://service.fvn-office.net/BichVTN/160324_02_bk/fmail/,BichVTN,6,,,,,,,1
1,v1603-0475,3/23/2016,Ariyoshi,fukuoka-sjcd.com/ ,mail:done,ThanhNLY,NguyenLDH,2,0.5,,,24/03/2016,24/03/2016,,15:00,17:00,,,2,0,,ThanhNLY,2,,,,,,,1
1,v1603-0476,3/23/2016,Sawada,kanagawa-kyouseishika-ikai.jp/,mail:done,TrucPTT,ManDH,1,0,13:00,,24/03/2016,24/03/2016,,8:30,9:30,,,1,0,,TrucPTT,1,,,,,,,1
1,v1603-0477,3/23/2016,Tanaka,takashishika.com/ ,mail:done,LamNTP,ManDH,2.5,0.5,,,24/03/2016,24/03/2016,,8:30,11:00,,,2.5,0,,LamNTP,2.5,,,,,,,1
1,v1603-0478,3/23/2016,Suzuki,fukuoka-sougi.com/,mail:done,ThanhNT,ManDH,3.5,1,14:00,,24/03/2016,24/03/2016,,9:30,12:00,,,2.5,-1,,ThanhNT,3.5,,,,,,,1
1,v1603-0479,3/23/2016,Suzuki,englishschool-wing.com/ ,mail:done,ThuyTTN,ManDH,6.5,1.5,giao s?m,,24/03/2016,24/03/2016,,9:00,16:30,,1:00,6.5,0,http://service.fvn-office.net/fvn/thuyttn/160324_02_bk/,ThuyTTN,6.5,,,,,,,1
1,v1603-0480,3/23/2016,Yoshioka,morikage-dc.com/,mail:done,TrucPTT,NguyenLDH,1,0,13:00,,24/03/2016,24/03/2016,,9:30,10:30,,,1,0,,TrucPTT,1,,,,,,,1
1,v1603-0426,3/24/2016,Ishihara,hasegawa-e-dc.com/,mail:done,ThuyTTN,HuyenNTT,3,0.5,15:00,,25/03/2016,25/03/2016,,9:00,12:00,,,3,0,,ThuyTTN,3,,,,,,,1
1,v1603-0461,3/23/2016,Suzuki,nakanokensou.jp/,mail:done,TrucTTT,NguyenLDH,6,1,,,25/03/2016,25/03/2016,,8:30,15:30,,1:00,6,0,"g?m 460, 461, 462,463 giao h?ng trong ng?y 29/3",TrucTTT,6,,,,,,,1
1,v1603-0473,3/24/2016,Ishihara,kuremoto-namba.com/,mail:done,VanVTK,HuyenNTT,6,1,,,25/03/2016,25/03/2016,,9:00,16:00,,1:00,6,0,,VanVTK,6,,,,,,,1
1,v1603-0481,3/24/2016,Shinozuka,shinkawasaki-dc.com/,mail:done,LamNTP,HuyenNTT,1.5,0,,,25/03/2016,24/03/2016,,11:00,13:30,,1:00,1.5,0,,LamNTP,1.5,,,,,,,1
1,v1603-0482,3/24/2016,Nishitani,tennis-school.jp ,mail:done,LamNTP,ManDH,5,1,,,25/03/2016,25/03/2016,,14:30,17:30,,,3,-2,,LamNTP,5,,,,,,,1
1,v1603-0483,3/24/2016,Kaneko,bianca-salon.com/ ,mail:done,ThanhNLY,HuyenNTT,1,0,12:00,,25/03/2016,24/03/2016,,17:00,17:40,,,0.67,-0.33,,ThanhNLY,1,,,,,,,1
