,NO.,ORDER DATE,DIRECTOR,SITE,STATUS,MAIN DES,COMTOR,DUR(h),TRANS DUR(h),DELIVER BEFORE(h),CONFIRM TIME (h),DEADLINE,WORK DATE,DESIGN IMPORTANT,START WORK,END WORK,FIX DUR,"BREAK/
CONFIRM","WORK
DURATION",LAG,DES NOTES,DES1,DUR1,DES2,DUR2,DES3,DUR3,DES4,DUR4,
1,v1603-0117,3/4/2016,Kaneko,mm-dental.jp/,mail:done,NhaNTT,ManDH,2,0,13:00,,07/03/2016,07/03/2016,,8:30,10:30,,,2,0,,NhaNTT,2,,,,,,,1
1,v1603-0118,3/4/2016,Tanaka,uratani-eng.com/,mail:done,NhaNTT,ManDH,2.5,0.5,,0.25,07/03/2016,07/03/2016,,15:30,17:30,,,2,-0.5,,NhaNTT,2.5,,,,,,,1
1,v1603-0119,3/4/2016,Ishihara,office-planning.info/,mail:done,ThanhNLY,NguyenLDH,1.5,0.5,,,07/03/2016,07/03/2016,,9:30,11:00,,,1.5,0,,ThanhNLY,1.5,,,,,,,1
1,v1603-0120,3/4/2016,Takeuchi,land-fab-baikyaku.jp/,mail:done,BinhNT,ManDH,3.5,0,,,07/03/2016,07/03/2016,,10:00,14:30,,1:00,3.5,0,,2/5/2016,3.5,,,,,,,1
1,v1603-0123,3/7/2016,Miyagi,mitsuishika.com/,mail:done,LinhKT,NguyenLDH,2.5,0,15:00,1,07/03/2016,07/03/2016,,8:30,11:00,,,2.5,0,"OverNotes
http://service.fvn-office.net/fvn/LinhKT/160307_02_bk/case/",LinhKT,2.5,,,,,,,1
1,v1603-0126,3/7/2016,Ariyoshi,koba-pri.com/,mail:done,LinhKT,ManDH,3,0.5,,,07/03/2016,07/03/2016,,11:00,15:00,,1:00,3,0,,LinhKT,3,,,,,,,1
1,v1603-0128,3/7/2016,Miyagi,musashinostaff.co.jp/,mail:done,DucTP,ManDH,1.5,0,16:30,,07/03/2016,07/03/2016,,13:00,14:30,,,1.5,0,,DucTP,1.5,,,,,,,1
1,v1603-0129,3/7/2016,Ariyoshi,fudosan-baikyaku-aitem.com/,mail:done,DucTP,ManDH,2,0.5,,,07/03/2016,07/03/2016,,14:30,16:30,,,2,0,,DucTP,2,,,,,,,1
1,v1603-0121,3/7/2016,Kaneko,top2-plc.com/,mail:done,LinhKT,ManDH,2,0,13:00,,08/03/2016,08/03/2016,,9:00,11:00,,,2,0,,LinhKT,2,,,,,,,1
1,v1603-0122,3/7/2016,Kawashima,nippon-xypex.com/,mail:done,LinhKT,ManDH,1,0.5,12:00,0.25,08/03/2016,08/03/2016,,11:00,12:00,,,1,0,,LinhKT,1,,,,,,,1
1,v1603-0124,3/7/2016,Inoue,nishimura-ireba.com/,mail:done,BinhNT,ManDH,1,0.5,12:00,,08/03/2016,08/03/2016,,8:30,9:30,,,1,0,,BinhNT,1,,,,,,,1
1,v1603-0125,3/7/2016,Ishihara,fukuchi-kyoto.com/,mail:done,BinhNT,ManDH,0.5,0.5,,,08/03/2016,08/03/2016,,14:30,15:00,,,0.5,0,,BinhNT,0.5,,,,,,,1
1,v1603-0130,3/7/2016,sawada,mikami-dental.net/,mail:done,NhaNTT,NguyenLDH,2,0,17:30,0.25,08/03/2016,08/03/2016,,16:00,17:00,,,1,-1,,NhaNTT,2,,,,,,,1
1,v1603-0131,3/7/2016,Ishihara,fujihira-dc.com/,mail:done,NhaNTT,ManDH,3,0.5,15:00,,08/03/2016,08/03/2016,,8:30,11:00,,,2.5,-0.5,http://service.fvn-office.net/fvn/NhaNTT/1603_131/,NhaNTT,3,,,,,,,1
1,v1603-0132,3/7/2016,Kaneko,irie-dental.jp/,mail:done,TrucTTT,ManDH,2,0,12:00,,08/03/2016,08/03/2016,,8:30,10:00,,,1.5,-0.5,,TrucTTT,2,,,,,,,1
1,v1603-0133,3/7/2016,Asano,koufukushika.jp/,mail:done,LinhKT,ManDH,3,0.5,,,08/03/2016,08/03/2016,,14:30,17:30,,,3,0,,LinhKT,3,,,,,,,1
1,v1603-0134,3/7/2016,Inoue,pigeon-ah.com/,mail:done,TrucTTT,ManDH,1,0.5,12:00,,08/03/2016,08/03/2016,,10:00,10:30,,,0.5,-0.5,,TrucTTT,1,,,,,,,1
1,v1603-0135,3/7/2016,Asano,lucent-shika.com/,mail:done,NhaNTT,ManDH,3,0.5,,,08/03/2016,08/03/2016,,11:00,14:30,,1:00,2.5,-0.5,,NhaNTT,3,,,,,,,1
1,v1603-0136,3/7/2016,Asano,lucent-shika.jp/,mail:done,BinhNT,ManDH,3,0.5,,,08/03/2016,08/03/2016,,15:00,17:30,,,2.5,-0.5,,BinhNT,3,,,,,,,1
1,v1603-0137,3/7/2016,Ariyoshi,sutekimaker.com/,mail:done,NhaNTT,ManDH,2,0.5,,,08/03/2016,08/03/2016,,14:30,16:00,,,1.5,-0.5,http://service.fvn-office.net/fvn/NhaNTT/1603_137/,NhaNTT,2,,,,,,,1
1,v1603-0138,3/7/2016,Ishihara,fujihira-dc.smart-change.info/,mail:done,ThanhNLY,ManDH,1,0.5,15:00,,08/03/2016,08/03/2016,,10:00,11:00,,,1,0,http://fujihira-dc.smart-change.info/,ThanhNLY,1,,,,,,,1
1,v1603-0139,3/7/2016,Ariyoshi,haraken-k.com/,mail:done,TrucTTT,ManDH,3.5,1,,,08/03/2016,08/03/2016,,10:30,14:30,,1:00,3,-0.5,,TrucTTT,3.5,,,,,,,1
1,v1603-0140,3/7/2016,Suzuki,p-sharakukan.com/,mail:done,DucTP,ManDH,6,1,,,08/03/2016,08/03/2016,,9:30,14:30,,1:00,4,-2,,DucTP,6,,,,,,,1
1,v1603-0142,3/7/2016,Suzuki,enagin.jp/,mail:done,BinhNT,ManDH,1.5,0.5,16:00,,08/03/2016,08/03/2016,,9:30,11:00,,,1.5,0,,BinhNT,1.5,,,,,,,1
1,v1603-0143,3/7/2016,Suzuki,fukuoka-vocal.com/,mail:done,ThanhNLY,NguyenLDH,4,1,,,08/03/2016,08/03/2016,,11:00,15:30,,1:00,3.5,-0.5,,ThanhNLY,4,,,,,,,1
1,v1603-0144,3/7/2016,Ariyoshi,ikenaga-kyousei.com/,mail:done,TrucTTT,NguyenLDH,2.5,0.5,,,08/03/2016,08/03/2016,,14:30,16:00,,,1.5,-1,,TrucTTT,2.5,,,,,,,1
1,v1603-0145,3/7/2016,Ariyoshi,hello-implant.jp/,mail:done,NhaNTT,NguyenLDH,1,0.5,,,08/03/2016,08/03/2016,,17:00,17:30,,,0.5,-0.5,,NhaNTT,1,,,,,,,1
1,v1603-0146,3/7/2016,Yoshioka,lesabeillesjapon.jp/,mail:done,LinhKT,ManDH,1.5,0,,,08/03/2016,08/03/2016,,13:00,14:30,,,1.5,0,,LinhKT,1.5,,,,,,,1
1,v1603-0147,3/8/2016,Takeuchi,chiaretta-fashion.com/,mail:done,DucTP,NguyenLDH,1,0,11:00,,08/03/2016,08/03/2016,,8:30,9:30,,,1,0,,DucTP,1,,,,,,,1
1,v1603-0148,3/8/2016,Takeuchi,gakuzo.com/,mail:done,DucTP,NguyenLDH,1,0,,,08/03/2016,08/03/2016,,14:30,16:00,,,1.5,0.5,,DucTP,1,,,,,,,1
1,v1603-0149,3/8/2016,Takeuchi,7538.co.jp/,mail:done,BinhNT,ManDH,3,0,,,08/03/2016,08/03/2016,,11:00,14:30,,1:00,2.5,-0.5,http://service.fvn-office.net/fvn/binhnt/149/,BinhNT,3,,,,,,,1
1,v1603-0150,3/8/2016,Ariyoshi,fukuoka-orange.com/,mail:done,ThanhNLY,ManDH,2,0.5,,,08/03/2016,08/03/2016,,15:30,16:30,,,1,-1,,ThanhNLY,2,,,,,,,1
1,v1603-0154,3/8/2016,Suzuki,fujiken-house.jp/,mail:done,ThanhNLY,ManDH,1.5,0.5,,,08/03/2016,08/03/2016,,16:30,17:30,,,1,-0.5,,ThanhNLY,1.5,,,,,,,1
1,v1603-0094,3/8/2016,Ishihara,miyabi-kobo.com/,mail:done,VanVTK,ManDH,6,1,,,09/03/2016,09/03/2016,,10:30,17:30,,,7,1,,VanVTK,6,,,,,,,1
1,v1603-0127,3/8/2016,Ishihara,yasuda-dental.org/,mail:done,LinhKT,ManDH,3,0.5,16:00,,09/03/2016,09/03/2016,,8:30,11:30,,,3,0,,LinhKT,3,,,,,,,1
1,v1603-0141,3/8/2016,Ishihara,love-shika.jp/,mail:done,BinhNT,ManDH,0.5,0.5,15:00,,09/03/2016,09/03/2016,,11:30,12:00,,,0.5,0,,BinhNT,0.5,,,,,,,1
1,v1603-0151,3/8/2016,Takeuchi,nagae-paint.com/,mail:done,LinhKT,NguyenLDH,2.5,0,,,09/03/2016,09/03/2016,,13:00,15:00,,,2,-0.5,,LinhKT,2.5,,,,,,,1
1,v1603-0152,3/8/2016,Kaneko,musasikougyou.co.jp/,mail:done,NhaNTT,ManDH,2,0,13:00,,09/03/2016,09/03/2016,,8:30,10:00,,,1.5,-0.5,,NhaNTT,2,,,,,,,1
1,v1603-0155,3/8/2016,Kawashima,gunma-tc.jp/,mail:done,ThanhNLY,ManDH,1,0.5,12:00,,09/03/2016,09/03/2016,,8:30,9:30,,,1,0,,ThanhNLY,1,,,,,,,1
1,v1603-0156,3/8/2016,Sawada,entremoval.jp/,mail:done,TruyenLC,ManDH,2.5,0,14:00,,09/03/2016,09/03/2016,,9:00,11:00,,,2,-0.5,,TruyenLC,2.5,,,,,,,1
1,v1603-0157,3/8/2016,Sawada,trustdent.co.jp/,mail:done,ThanhNLY,ManDH,2.5,0,14:00,,09/03/2016,09/03/2016,,9:30,12:00,,,2.5,0,,ThanhNLY,2.5,,,,,,,1
1,v1603-0158,3/8/2016,Ishihara,tatsumi-shika.com,mail:done,TrucTTT,ManDH,4,1,,,09/03/2016,09/03/2016,,14:00,16:00,,,2,-2,,TrucTTT,4,,,,,,,1
1,v1603-0159,3/8/2016,Kawashima,felice-labo.com/,mail:done,BinhNT,ManDH,1.5,0.5,12:00,,09/03/2016,09/03/2016,,8:30,10:00,,,1.5,0,,BinhNT,1.5,,,,,,,1
1,v1603-0160,3/8/2016,Ariyoshi,ykj.jp/,mail:done,NhaNTT,ManDH,2,0.5,,,09/03/2016,09/03/2016,,10:00,11:30,,,1.5,-0.5,,NhaNTT,2,,,,,,,1
1,v1603-0161,3/8/2016,Ariyoshi,tsuchiya-dc.com/,mail:done,LinhKT,ManDH,2.5,0.5,,,09/03/2016,09/03/2016,,15:00,17:00,,,2,-0.5,,LinhKT,2.5,,,,,,,1
1,v1603-0162,3/8/2016,Ishihara,nakamura-shika.net/,mail:done,LinhKT,ManDH,1,0.5,,,09/03/2016,09/03/2016,,17:00,17:30,,,0.5,-0.5,,LinhKT,1,,,,,,,1
1,v1603-0163,3/8/2016,Asano,kodama-t.co.jp/,mail:done,NhaNTT,ManDH,4.5,1,,,09/03/2016,09/03/2016,,11:30,16:00,,1:00,3.5,-1,,NhaNTT,4.5,,,,,,,1
1,v1603-0164,3/8/2016,Ariyoshi,nzl-friendship.jp/,mail:done,BinhNT,ManDH,2.5,0.5,,,09/03/2016,09/03/2016,,13:00,15:00,,,2,-0.5,,BinhNT,2.5,,,,,,,1
1,v1603-0165,3/8/2016,Miyagi,clubsbc.com/,mail:done,DucTP,NguyenLDH,5.5,0,16:30,,09/03/2016,09/03/2016,,9:00,16:30,,1:00,6.5,1,,DucTP,5.5,,,,,,,1
1,v1603-0166,3/8/2016,Suzuki,inabaphoto.com/,mail:done,NhaNTT,ManDH,3,0.5,,,09/03/2016,09/03/2016,,17:30,19:00,,,1.5,-1.5,,NhaNTT,3,,,,,,,1
1,v1603-0167,3/8/2016,Inoue,stronglight.jp/,mail:done,VanVTK,NguyenLDH,1,0.5,12:00,,09/03/2016,09/03/2016,,9:30,10:30,,,1,0,,VanVTK,1,,,,,,,1
1,v1603-0168,3/8/2016,Ishihara,kirameki-roof.com/,mail:done,TruyenLC,ManDH,2,0.5,,,09/03/2016,09/03/2016,,11:00,12:00,,,1,-1,http://service.fvn-office.net/test/truyen/168/,TruyenLC,2,,,,,,,1
1,v1603-0169,3/8/2016,Tanaka,ohuro-coating.com/,mail:done,ThanhNLY,ManDH,1.5,0.5,,,09/03/2016,09/03/2016,,15:00,16:00,,,1,-0.5,,ThanhNLY,1.5,,,,,,,1
1,v1603-0170,3/8/2016,Ariyoshi,hoken-lifework.com/,mail:done,ThanhNLY,ManDH,3,0.5,,,09/03/2016,09/03/2016,,13:00,15:00,,,2,-1,,ThanhNLY,3,,,,,,,1
1,v1603-0171,3/8/2016,Asano,nagoya-medical-herbschool.com/,mail:done,TrucTTT,NguyenLDH,4.5,1,,,09/03/2016,09/03/2016,,11:00,14:00,,1:00,2,-2.5,,TrucTTT,4.5,,,,,,,1
1,v1603-0172,3/8/2016,Ariyoshi,wired-visions.com/test160223/,mail:done,ThanhNLY,ManDH,3.5,1,,,09/03/2016,09/03/2016,,16:00,19:00,,,3,-0.5,,ThanhNLY,3.5,,,,,,,1
1,v1603-0174,3/8/2016,Kawashima,kens-do.com/,mail:done,BinhNT,NguyenLDH,1.5,0.5,12:00,,09/03/2016,09/03/2016,,10:00,11:30,,,1.5,0,,BinhNT,1.5,,,,,,,1
1,v1603-0175,3/8/2016,Suzuki,nakanokensou.jp/,mail:done,NhaNTT,ManDH,3.5,1,,,09/03/2016,09/03/2016,,16:00,17:30,,,1.5,-2,,NhaNTT,3.5,,,,,,,1
1,v1603-0176,3/8/2016,Suzuki,project-world.jp/,mail:done,TruyenLC,NguyenLDH,3.5,1,,,09/03/2016,09/03/2016,,13:00,16:00,,,3,-0.5,http://service.fvn-office.net/test/truyen/176/,TruyenLC,3.5,,,,,,,1
1,v1603-0177,3/8/2016,Ariyoshi,fineclub.co.jp/,mail:done,BinhNT,NguyenLDH,2.5,0.5,,,09/03/2016,09/03/2016,,15:00,17:30,,,2.5,0,,BinhNT,2.5,,,,,,,1
1,v1603-0178,3/8/2016,Yoshioka,yanagisawa-dental.com/,mail:done,TrucTTT,NguyenLDH,1,0,13:00,,09/03/2016,09/03/2016,,8:30,9:00,,,0.5,-0.5,,TrucTTT,1,,,,,,,1
1,v1603-0179,3/8/2016,Yoshioka,oakhills-dental.com,mail:done,VanVTK,NguyenLDH,1,0,13:00,,09/03/2016,09/03/2016,,8:30,9:30,,,1,0,,VanVTK,1,,,,,,,1
1,v1603-0180,3/8/2016,Asano,bridge-us.jp/,mail:done,TrucTTT,NguyenLDH,3.5,0,11:00,,09/03/2016,09/03/2016,,9:00,11:00,,,2,-1.5,,TrucTTT,3.5,,,,,,,1
1,v1603-0173,3/9/2016,Ishihara,matsukawa-kyousei.com/,mail:done,TrucTTT,ManDH,1.5,0.5,,,10/03/2016,10/03/2016,,10:30,11:00,,,0.5,-1,,TrucTTT,1.5,,,,,,,1
1,v1603-0181,3/9/2016,Asano,y-becantec.jp/,mail:done,VanVTK,ManDH,4,1,,,10/03/2016,09/03/2016,,17:30,20:30,,,3,-1,http://service.fvn-office.net/fvn/Van/160310_02_bk/contact/,VanVTK,4,,,,,,,1
1,v1603-0182,3/9/2016,Ishihara,arist.jp/,mail:done,BinhNT,ManDH,3,0.5,,,10/03/2016,10/03/2016,,14:30,17:00,,,2.5,-0.5,,BinhNT,3,,,,,,,1
1,v1603-0183,3/9/2016,Miyagi,eco-sou.com/,mail:done,TrucTTT,ManDH,2.5,0,14:00,,10/03/2016,10/03/2016,,9:00,10:30,,,1.5,-1,,TrucTTT,2.5,,,,,,,1
1,v1603-0184,3/9/2016,Takeuchi,cyubujuki.com/,mail:done,LinhKT,ManDH,1,0,,,10/03/2016,10/03/2016,,16:30,17:00,,,0.5,-0.5,,LinhKT,1,,,,,,,1
1,v1603-0185,3/9/2016,Kawashima,sakura-shika.com/,mail:done,LinhKT,ManDH,1.5,0.5,12:00,,10/03/2016,10/03/2016,,8:30,9:30,,,1,-0.5,,LinhKT,1.5,,,,,,,1
1,v1603-0186,3/9/2016,Tsukamoto,free-magazine.jp/,mail:done,LinhKT,ManDH,1,0.5,,,10/03/2016,10/03/2016,,17:00,17:30,,,0.5,-0.5,,LinhKT,1,,,,,,,1
1,v1603-0187,3/9/2016,Tsukamoto,sp-fukuoka.net/,mail:done,BinhNT,ManDH,1,0.5,,,10/03/2016,10/03/2016,,17:00,18:00,,,1,0,,BinhNT,1,,,,,,,1
1,v1603-0188,3/9/2016,Kaneko,minatocho-shinbi.com/,mail:done,TrucTTT,ManDH,1.5,0,12:00,,10/03/2016,10/03/2016,,8:30,9:00,,,0.5,-1,,TrucTTT,1.5,,,,,,,1
1,v1603-0189,3/9/2016,Ishihara,nohara-dc.com/,mail:done,VanVTK,ManDH,2,0.5,,,10/03/2016,10/03/2016,,19:00,21:00,,,2,0,,VanVTK,2,,,,,,,1
1,v1603-0190,3/9/2016,Takeuchi,chiaretta-fashion.com/,mail:done,LinhKT,ManDH,2.5,0,,,10/03/2016,10/03/2016,,9:30,11:30,,,2,-0.5,,LinhKT,2.5,,,,,,,1
1,v1603-0191,3/9/2016,Miyagi,medialink-recruit.com/,mail:done,VanVTK,ManDH,6,0,16:00,,10/03/2016,10/03/2016,,10:00,17:00,,1:00,6,0,,VanVTK,6,,,,,,,1
1,v1603-0192,3/9/2016,Sawada,tsys-powersolutions.com/hcb/,mail:done,BinhNT,NguyenLDH,4.5,0,15:30,,10/03/2016,10/03/2016,,9:00,14:30,,1:00,4.5,0,,BinhNT,4.5,,,,,,,1
1,v1603-0193,3/9/2016,Miyagi,fos-office.com/,mail:done,VanVTK,ManDH,0.5,0,12:00,,10/03/2016,10/03/2016,,8:30,9:00,,,0.5,0,,VanVTK,0.5,,,,,,,1
1,v1603-0194,3/9/2016,Ariyoshi,kitazono-ortho.com/,mail:done,TrucTTT,ManDH,2.5,0.5,,,10/03/2016,10/03/2016,,14:00,15:00,,,1,-1.5,,TrucTTT,2.5,,,,,,,1
1,v1603-0195,3/9/2016,Takeuchi,kanekotosou.jp/,mail:done,NhaNTT,ManDH,4,0,,,10/03/2016,10/03/2016,,10:15,14:15,,1:00,3,-1,http://service.fvn-office.net/fvn/NhaNTT/1603_195/,NhaNTT,4,,,,,,,1
1,v1603-0196,3/9/2016,Suzuki,fukuoka-vocal.com/,mail:done,NhaNTT,ManDH,6,1,,,10/03/2016,10/03/2016,,14:15,17:30,,,3.25,-2.75,,NhaNTT,6,,,,,,,1
1,v1603-0198,3/9/2016,Kawashima,with-dc.com/,mail:done,BinhNT,ManDH,1,0.5,12:00,,10/03/2016,10/03/2016,,8:30,9:00,,,0.5,-0.5,,BinhNT,1,,,,,,,1
1,v1603-0199,3/9/2016,Ishihara,nohara-dc.smart-change.info/,mail:done,LinhKT,ManDH,6,1,,,10/03/2016,10/03/2016,,11:30,16:30,,1:00,4,-2,http://nohara-dc.smart-change.info/,LinhKT,6,,,,,,,1
1,v1603-0200,3/9/2016,Suzuki,haikara-fan.com/,mail:done,TrucTTT,ManDH,3.5,1,,,10/03/2016,10/03/2016,,11:00,14:00,,1:00,2,-1.5,,TrucTTT,3.5,,,,,,,1
1,v1603-0201,3/9/2016,Lim,kyousei-guide.com/,mail:done,ThanhNLY,NguyenLDH,3,0.5,,,10/03/2016,10/03/2016,,11:20,16:00,,1:00,3.67,0.67,,ThanhNLY,3,,,,,,,1
1,v1603-0202,3/9/2016,Lim,nakagawadent.net/,mail:done,TruyenLC,NguyenLDH,4.5,1,,,10/03/2016,10/03/2016,,13:00,17:30,,,4.5,0,,TruyenLC,4.5,,,,,,,1
1,v1603-0203,3/9/2016,Lim,hello-shinryobu.com/,mail:done,TruyenLC,NguyenLDH,3.5,1,,,10/03/2016,10/03/2016,,17:30,21:00,,,3.5,0,,TruyenLC,3.5,,,,,,,1
1,v1603-0204,3/9/2016,Lim,akuri-dental.com/,mail:done,ThanhNLY,NguyenLDH,3.5,1,,,10/03/2016,10/03/2016,,16:00,18:30,,,2.5,-1,,ThanhNLY,3.5,,,,,,,1
1,v1603-0205,3/9/2016,Ariyoshi,urban-interior.co.jp/,mail:done,VanVTK,ManDH,2.5,0,,,10/03/2016,10/03/2016,,17:00,19:30,,,2.5,0,,VanVTK,2.5,,,,,,,1
1,v1603-0206,3/9/2016,Ariyoshi,simi110.com/,mail:done,DucTP,ManDH,4,0,,,10/03/2016,10/03/2016,,13:00,18:00,,1:00,4,0,,DucTP,4,,,,,,,1
1,v1603-0208,3/9/2016,Ishihara,kirameki-paint.com/,mail:done,TruyenLC,ManDH,2,0.5,,,10/03/2016,10/03/2016,,10:30,12:00,,,1.5,-0.5,,TruyenLC,2,,,,,,,1
1,v1603-0210,3/9/2016,Ishihara,kirameki-roof.com/,mail:done,DatNVT,ManDH,1,0.5,,,10/03/2016,10/03/2016,,17:00,18:00,,,1,0,,DatNVT,1,,,,,,,1
1,v1603-0211,3/9/2016,Ishihara,sakioka-dental.com/,mail:done,TrucTTT,ManDH,2,0.5,,,10/03/2016,10/03/2016,,15:00,17:00,,,2,0,http://service.fvn-office.net/fvn/TrucTTT/211/,TrucTTT,2,,,,,,,1
1,v1603-0212,3/9/2016,Ishihara,twin-dental.jp/,mail:done,VanVTK,ManDH,1,0.5,15:00,,10/03/2016,10/03/2016,,9:00,10:00,,,1,0,,VanVTK,1,,,,,,,1
1,v1603-0213,3/9/2016,Sawada,viper-security.jp/,mail:done,ThanhNLY,NguyenLDH,3.5,0,15:00,,10/03/2016,10/03/2016,,8:30,11:20,,,2.83,-0.67,,ThanhNLY,3.5,,,,,,,1
1,v1603-0214,3/9/2016,Yoshioka,silver-lace.jp/,mail:done,TruyenLC,NguyenLDH,2,0,13:30,,10/03/2016,10/03/2016,,9:00,10:30,,,1.5,-0.5,,TruyenLC,2,,,,,,,1
1,v1603-0197,3/9/2016,Takeuchi,uchiyamakaikei.jp/,mail:done,LinhKT,ManDH,2.5,0,,,11/03/2016,11/03/2016,,13:30,15:30,,,2,-0.5,http://service.fvn-office.net/fvn/LinhKT/v1603-0197/160311_02_bk/,LinhKT,2.5,,,,,,,1
1,v1603-0207,3/9/2016,Takeuchi,nagae-paint.com/,mail:done,TrucTTT,NguyenLDH,1,0,,,11/03/2016,11/03/2016,,15:00,15:30,,,0.5,-0.5,,TrucTTT,1,,,,,,,1
1,v1603-0209,3/9/2016,Takeuchi,sdc-kids.smart-change.info/,mail:done,LinhKT,ManDH,2.5,0,,,11/03/2016,11/03/2016,,15:30,17:30,,,2,-0.5,http://service.fvn-office.net/fvn/LinhKT/v1603-0209_sdc-kids.smart-change.info/160311_02_bk/160302.html,LinhKT,2.5,,,,,,,1
1,v1603-0215,3/9/2016,Takeuchi,marutakesangyou.com/,mail:done,ThanhNLY,ManDH,3,0,,,11/03/2016,11/03/2016,,10:15,14:00,,1:00,2.75,-0.25,,ThanhNLY,3,,,,,,,1
1,v1603-0216,3/9/2016,Miyagi,fudousan-souzoku.net/,mail:done,TrucTTT,ManDH,4,0,14:00,,11/03/2016,11/03/2016,,8:30,12:00,,,3.5,-0.5,http://service.fvn-office.net/fvn/TrucTTT/216/,TrucTTT,4,,,,,,,1
1,v1603-0217,3/9/2016,Sawada,aokidental.com/,mail:done,LinhKT,ManDH,2.5,0,13:30,,11/03/2016,11/03/2016,,10:30,13:30,,1:00,2,-0.5,,LinhKT,2.5,,,,,,,1
1,v1603-0219,3/9/2016,Kaneko,pacific-chemical.com/,mail:done,VanVTK,ManDH,1.5,0,12:00,,11/03/2016,11/03/2016,,10:00,11:30,,,1.5,0,,VanVTK,1.5,,,,,,,1
1,v1603-0220,3/9/2016,Kaneko,asunaro-shika.jp/,mail:done,LinhKT,ManDH,1,0,12:30,,11/03/2016,11/03/2016,,8:30,9:30,,,1,0,,LinhKT,1,,,,,,,1
m,v1603-0221,3/9/2016,Asano,silk-house.jp/,mail:done,NhaNTT,ManDH,5.5,0,,,11/03/2016,11/03/2016,,10:00,15:00,,1:00,4,-1.5,,NhaNTT,5.5,,,,,,,1
1,v1603-0222,3/9/2016,Suzuki,nakanokensou.jp/,mail:done,TruyenLC,ManDH,6,1,,,11/03/2016,11/03/2016,,8:30,17:30,,1:00,8,2,,TruyenLC,6,,,,,,,1
1,v1603-0227,3/9/2016,Ariyoshi,the-presents.jp/,mail:done,NhaNTT,ManDH,3,1,,,11/03/2016,11/03/2016,,15:00,17:30,,,2.5,-0.5,,NhaNTT,3,,,,,,,1
1,v1603-0228,3/9/2016,Inoue,mihara-dental.jp/,mail:done,LinhKT,ManDH,1,0,12:00,,11/03/2016,11/03/2016,,9:30,10:30,,,1,0,,LinhKT,1,,,,,,,1
1,v1603-0229,3/9/2016,Kawashima,nippon-xypex.com/,mail:done,NhaNTT,ManDH,1.5,0.5,12:00,,11/03/2016,11/03/2016,,8:30,10:00,,,1.5,0,,NhaNTT,1.5,,,,,,,1
1,v1603-0230,3/9/2016,Ariyoshi,saga-imamura.jp/,mail:done,TrucTTT,ManDH,2,0.5,,,11/03/2016,11/03/2016,,14:00,15:00,,,1,-1,http://service.fvn-office.net/fvn/TrucTTT/230/,TrucTTT,2,,,,,,,1
1,v1603-0231,3/9/2016,Ariyoshi,ellegance.jp/,mail:done,TrucTTT,ManDH,2.5,0,,,11/03/2016,11/03/2016,,13:00,14:00,,,1,-1.5,,TrucTTT,2.5,,,,,,,1
1,v1603-0232,3/9/2016,Ariyoshi,casa-tua.jp/test160218/,mail:done,ThanhNLY,ManDH,3,0,,,11/03/2016,11/03/2016,,14:00,17:30,,,3.5,0.5,,ThanhNLY,3,,,,,,,1
1,v1603-0233,3/9/2016,Ariyoshi,kosuke-dc.com/,mail:done,VanVTK,ManDH,2,0,,,11/03/2016,11/03/2016,,15:00,17:00,,,2,0,,VanVTK,2,,,,,,,1
1,v1603-0234,3/9/2016,Takeuchi,cyubujuki.com/,mail:done,DucTP,ManDH,1.5,0,12:00,,11/03/2016,11/03/2016,,9:30,10:00,,,0.5,-1,,DucTP,1.5,,,,,,,1
1,v1603-0235,3/9/2016,Ariyoshi,tna-hiroshima.com/test160301/,mail:done,VanVTK,ManDH,2.5,0,,,11/03/2016,11/03/2016,,11:30,15:00,,1:00,2.5,0,,VanVTK,2.5,,,,,,,1
1,v1603-0236,3/9/2016,Suzuki,ohashi-inc.com/,mail:done,BinhNT,NguyenLDH,6,1,,,11/03/2016,11/03/2016,,10:30,16:30,,1:00,5,-1,http://service.fvn-office.net/fvn/binhnt/236/news2/cate_en/,BinhNT,6,,,,,,,1
1,v1603-0237,3/9/2016,Yoshioka,yanagisawa-dental.com/,mail:done,BinhNT,NguyenLDH,2,0,13:30,,11/03/2016,11/03/2016,,8:30,10:30,,,2,0,,BinhNT,2,,,,,,,1
1,v1603-0238,3/10/2016,Yoshioka,oakhills-dental.com/,mail:done,ThanhNLY,NguyenLDH,2,0,13:30,,11/03/2016,11/03/2016,,8:30,10:15,,,1.75,-0.25,,ThanhNLY,2,,,,,,,1
1,v1603-0239,3/9/2016,Yoshioka,ecosmart-fire.jp/,mail:done,VanVTK,NguyenLDH,1.5,0,13:00,,11/03/2016,11/03/2016,,8:30,10:00,,,1.5,0,,VanVTK,1.5,,,,,,,1
1,v1603-0241,3/11/2016,Miyagi,ginza-moc.com/,mail:done,TrucTTT,NguyenLDH,1.5,0,,,11/03/2016,11/03/2016,,15:30,16:00,,,0.5,-1,,TrucTTT,1.5,,,,,,,1
1,v1603-0223,3/9/2016,Suzuki,nakanokensou.jp/,mail:done,TruyenLC,ManDH,6,1,,,14/03/2016,11/03/2016,,17:30,20:00,,1:00,1.5,-4.5,http://service.fvn-office.net/test/truyen/222/,TruyenLC,6,,,,,,,1
1,v1603-0240,3/11/2016,Ishihara,door-amamori.jp/,mail:done,ThanhNLY,ManDH,2,0.5,,,14/03/2016,14/03/2016,,16:00,17:00,,,1,-1,,ThanhNLY,2,,,,,,,1
