Date,??NO,Project Name,Type,Page number,Std. DUR,Real DUR,Work content,Page name,"Team/
Designer",Status,Start work,End work,Break,Note,,,,,,,,,,,,
3/15/2016,creato,creato,New,-,,3,"sub page 12,13",,NgocTT,done,14:30,17:30,,,,,,,,,,,,,,
3/16/2016,creato,creato,New,-,,8,"sub page 14, 15,16,17,18, 19",,NgocTT,done,08:30,17:30,1:00,,,,,,,,,,,,,
3/17/2016,creato,creato,New,-,,8,"sub page 20,21,22,23,24",,NgocTT,done,08:30,17:30,1:00,,,,,,,,,,,,,
3/18/2016,creato,creato,New,-,,4,"sub page 8, 37,38",,NgocTT,done,08:30,13:30,1:00,,,,,,,,,,,,,
3/21/2016,creato,creato,New,-,,8,"sub page 39,40,1,42,43",,NgocTT,done,08:30,17:30,1:00,,,,,,,,,,,,,
3/22/2016,creato,creato,New,-,,8,"sub page 44, 45, 46, 47, 48",,NgocTT,done,08:30,17:30,1:00,,,,,,,,,,,,,
3/23/2016,creato,creato,New,-,,8,"sub page 51, 52,53, 54,55",,NgocTT,done,08:30,17:30,1:00,,,,,,,,,,,,,
3/24/2016,creato,creato,New,-,,8,"sub page 56,57, 4, 58",,NgocTT,done,08:30,17:30,1:00,,,,,,,,,,,,,
3/18/2016,creato,creato,New,-,,8,"sub page 31,32,33,34,35,36",,BichVTN,done,08:30,17:30,1:00,,,,,,,,,,,,,
3/18/2016,creato,creato,New,3,,5,"sub page25,26,27",,TriN,done,13:00,18:00,,,,,,,,,,,,,,
3/21/2016,creato,creato,New,5,,7.833333333,"sub page49,50,28,29,30",,TriN,done,08:40,17:30,1:00,,,,,,,,,,,,,
3/22/2016,creato,creato,New,-,,8,check all page,,TriN,done,13:00,21:00,,,,,,,,,,,,,,
3/23/2016,creato,creato,New,-,,4.5,check all page,,TriN,done,15:00,19:30,,,,,,,,,,,,,,
25/03/2016,creato,creato,New,,,8,"Fix all, Fix menu, change file name, chang directory structure",,NgocTT,done,11:00,20:00,1:00,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100100885403-01W,?????????????????????????????,Plan,10,48,52,kijikaku + responsive,,Tien,,,,,,,,,,,,,,,,,
01/03/2016,100100885403-01W,?????????????????????????????,New,,12,8,index ,,NamPQ,,08:30,17:30,01:00,,,,,,,,,,,,,
02/03/2016,100100885403-01W,?????????????????????????????,New,,,4,index ,,NamPQ,,08:30,13:30,01:00,,,,,,,,,,,,,
02/03/2016,100100885403-01W,?????????????????????????????,New,,2,2,set js index,,NamPQ,,13:30,15:30,,,,,,,,,,,,,,
01/03/2016,100100885403-01W,?????????????????????????????,New,,4,4,under,,TienND,,08:30,13:30,01:00,,,,,,,,,,,,,
02/03/2016,100100885403-01W,?????????????????????????????,Option,,3,2,kijikaku,,NamPQ,,15:30,17:30,,,,,,,,,,,,,,
03/03/2016,100100885403-01W,?????????????????????????????,Option,,,1,kijikaku,,NamPQ,,08:30,09:30,,,,,,,,,,,,,,
3/1/2016,100100885403-01W,?????????????????????????????,New,,3,3,sub page 2,,TienND,,13:30,16:30,,,,,,,,,,,,,,
02/03/2016,100100885403-01W,?????????????????????????????,New,,6,7,"sub page 3,4",,TienND,,08:30,16:30,1:00,,,,,,,,,,,,,
03/03/2016,100100885403-01W,?????????????????????????????,New,,6,7,"sub page 5,6",,NamPQ,,08:30,16:30,1:00,,,,,,,,,,,,,
04/03/2016,100100885403-01W,?????????????????????????????,New,,6,7,"sub page 7,8",,TienND,,08:30,16:30,1:00,,,,,,,,,,,,,
04/03/2016,100100885403-01W,?????????????????????????????,,,6,7,"sub page 9,10",,NamPQ,,08:30,16:30,1:00,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100101077001-01W,?????????????,Plan,10,53,57,tiny + kijikaku + responsive,,Tien,,,,,,,,,,,,,,,,,
07/03/2016,100101077001-01W,?????????????,New,,12,8,index ,,NamPQ,,08:30,17:30,01:00,,,,,,,,,,,,,
08/03/2016,100101077001-01W,?????????????,New,,,4,index ,,NamPQ,,08:30,13:30,01:00,,,,,,,,,,,,,
08/03/2016,100101077001-01W,?????????????,New,,6,4,set js index,,NamPQ,,13:30,17:30,,,,,,,,,,,,,,
09/03/2016,100101077001-01W,?????????????,New,,,2,set js index,,NamPQ,,08:30,10:30,,,,,,,,,,,,,,
07/03/2016,100101077001-01W,?????????????,New,,4,4,under,,TienND,,08:30,13:30,01:00,,,,,,,,,,,,,
09/03/2016,100101077001-01W,?????????????,Option,,3,3,kijikaku,,NamPQ,,10:30,14:30,01:00,,,,,,,,,,,,,
09/03/2016,100101077001-01W,?????????????,Option,,1,1,tiny,,NamPQ,,14:30,15:30,,,,,,,,,,,,,,
3/7/2016,100101077001-01W,?????????????,New,,3,3,sub page 2,,TienND,,13:30,16:30,,,,,,,,,,,,,,
09/03/2016,100101077001-01W,?????????????,New,,6,7,"sub page 3,4",,TienND,,08:30,16:30,1:00,,,,,,,,,,,,,
10/03/2016,100101077001-01W,?????????????,New,,6,7,"sub page 5,6",,NamPQ,,08:30,16:30,1:00,,,,,,,,,,,,,
10/03/2016,100101077001-01W,?????????????,New,,6,7,"sub page 7,8",,TienND,,08:30,16:30,1:00,,,,,,,,,,,,,
11/03/2016,100101077001-01W,?????????????,New,,6,7,"sub page 9,10",,NamPQ,,08:30,16:30,1:00,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100101032401-01W,???????????????,Plan,15,47,47,kijikaku + overnotes,,Tien,,,,,,,,,,,,,,,,,
12/03/2016,100101032401-01W,???????????????,New,,6,7,index ,,NamPQ,,08:30,16:30,01:00,,,,,,,,,,,,,
14/03/2016,100101032401-01W,???????????????,New,,3,3,set js index,,NamPQ,,08:30,11:30,,,,,,,,,,,,,,
11/03/2016,100101032401-01W,???????????????,New,,4,4,under,,TienND,,08:30,13:30,01:00,,,,,,,,,,,,,
14/03/2016,100101032401-01W,???????????????,Option,,3,3,kijikaku,,NamPQ,,11:30,15:30,01:00,,,,,,,,,,,,,
14/03/2016,100101032401-01W,???????????????,Option,,3,2,overnotes,,NamPQ,,15:30,17:30,,,,,,,,,,,,,,
3/11/2016,100101032401-01W,???????????????,New,,4,4,"sub page 2,3",,TienND,,13:30,17:30,,,,,,,,,,,,,,
3/14/2016,100101032401-01W,???????????????,New,,8,8,"sub page 4,5,6,7",,TienND,,08:30,17:30,1:00,,,,,,,,,,,,,
15/03/2016,100101032401-01W,???????????????,New,,8,8,"sub page 8,9,10,11",,TienND,,08:30,17:30,1:00,,,,,,,,,,,,,
16/03/2016,100101032401-01W,???????????????,New,,8,8,"sub page 12,13,14,15",,TienND,,08:30,17:30,1:00,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,000100101422-01W,?????????????????,Plan,26,62,61,,,Tien,,,,,,,,,,,,,,,,,
15/03/2016,000100101422-01W,?????????????????,New,,6,6,index ,,NamPQ,,08:30,15:30,01:00,,,,,,,,,,,,,
15/03/2016,000100101422-01W,?????????????????,New,,2,2,set js index,,NamPQ,,08:30,10:30,,,,,,,,,,,,,,
17/03/2016,000100101422-01W,?????????????????,New,,4,4,under,,TienND,,08:30,13:30,01:00,,,,,,,,,,,,,
,000100101422-01W,?????????????????,Option,,,0,kijikaku,,,,,,,,,,,,,,,,,,,
,000100101422-01W,?????????????????,Option,,,0,overnotes,,,,,,,,,,,,,,,,,,,
3/17/2016,000100101422-01W,?????????????????,New,,4,4,"sub page 2,3",,TienND,,13:30,17:30,,,,,,,,,,,,,,
3/18/2016,000100101422-01W,?????????????????,New,,8,8,"sub page 4,5,6,7",,TienND,,08:30,17:30,1:00,,,,,,,,,,,,,
21/03/2016,000100101422-01W,?????????????????,New,,8,8,"sub page 8,9,10,11",,TienND,,08:30,17:30,1:00,,,,,,,,,,,,,
22/03/2016,000100101422-01W,?????????????????,New,,8,8,"sub page 12,13,14,15",,TienND,,08:30,17:30,1:00,,,,,,,,,,,,,
16/03/2016,000100101422-01W,?????????????????,New,,4,4.5,"sub page 16,17",,NamPQ,,13:00,17:30,,,,,,,,,,,,,,
17/03/2016,000100101422-01W,?????????????????,New,,8,8,"sub page 18,19,20,21",,NamPQ,,08:30,17:30,1:00,,,,,,,,,,,,,
18/03/2016,000100101422-01W,?????????????????,New,,6,6.5,"sub page 22,23,24",,NamPQ,,08:30,16:00,1:00,,,,,,,,,,,,,
16/03/2016,000100101422-01W,?????????????????,New,,4,2,"sub page 25,26",,NamPQ,,08:30,10:30,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100100870710-01W,????????????????????,Plan,10,31,77.5,kijikaku,,Tien,,,,,,,,,,,,,,,,,
21/03/2016,100100870710-01W,????????????????????,New,,6,3,index ,,NamPQ,,13:00,16:00,,,,,,,,,,,,,,
22/03/2016,100100870710-01W,????????????????????,New,,,1.5,index ,,NamPQ,,08:30,10:00,,,,,,,,,,,,,,
,100100870710-01W,????????????????????,New,,,0,set js index,,,,,,,,,,,,,,,,,,,
23/03/2016,100100870710-01W,????????????????????,New,,4,4,under,,TienND,,08:30,13:30,01:00,,,,,,,,,,,,,
22/03/2016,100100870710-01W,????????????????????,Option,,3,3,kijikaku,,NamPQ,,10:00,14:00,01:00,,,,,,,,,,,,,
,100100870710-01W,????????????????????,Option,,,0,overnotes,,,,,,,,,,,,,,,,,,,
3/22/2016,100100870710-01W,????????????????????,New,,4,4,"sub page 2,3",,NamPQ,,13:30,17:30,,,,,,,,,,,,,,
3/23/2016,100100870710-01W,????????????????????,New,,4,4,"sub page 4,5",,TienND,,08:30,13:30,1:00,,,,,,,,,,,,,
24/03/2016,100100870710-01W,????????????????????,New,,8,8,"sub page 6,7,8,9",,TienND,,08:30,17:30,1:00,,,,,,,,,,,,,
25/03/2016,100100870710-01W,????????????????????,New,,2,2,sub page 10,,TienND,,08:30,10:30,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100101073101-01W,?????,Plan,20,49,43,overnotes,,Tien,,,,,,,,,,,,,,,,,
23/03/2016,100101073101-01W,?????,New,,6,5,index ,,NamPQ,,08:30,14:30,01:00,,,,,,,,,,,,,
24/03/2016,100101073101-01W,?????,New,,,1,index ,,NamPQ,,08:30,09:30,,,,,,,,,,,,,,
28/03/2016,100101073101-01W,?????,New,,1,1,under,,TienND,,08:30,09:30,,,,,,,,,,,,,,
,100101073101-01W,?????,Option,,,0,kijikaku,,,,,,,,,,,,,,,,,,,
30/03/2016,100101073101-01W,?????,Option,,4,3,overnotes,,NamPQ,,10:00,14:00,01:00,,,,,,,,,,,,,
3/25/2016,100101073101-01W,?????,New,,2,2,sub page 2,,NamPQ,,15:30,17:30,,,,,,,,,,,,,,
3/28/2016,100101073101-01W,?????,New,,6,6,"sub page 3,4,5",,TienND,,09:30,16:30,1:00,,,,,,,,,,,,,
28/03/2016,100101073101-01W,?????,New,,8,8,"sub page 6,7,8,9",,NamPQ,,08:30,17:30,1:00,,,,,,,,,,,,,
29/03/2016,100101073101-01W,?????,New,,6,5,"sub page 10,11,12",,TienND,,08:30,14:30,1:00,,,,,,,,,,,,,
24/03/2016,100101073101-01W,?????,New,,8,6,"sub page 13,14,15,16",,NamPQ,,08:30,15:30,1:00,,,,,,,,,,,,,
25/03/2016,100101073101-01W,?????,New,,8,6,"sub page 17,18,19,20",,NamPQ,,08:30,15:30,1:00,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
07/03/2016,100101061701-01W,,Fix,,,1,,index,HuyTV,done,10:00,11:00,,,,,,,,,,,,,,
07/03/2016,100100306125-01W,,Fix,,,7,,all pages,DatNVT,done,13:00,20:00,,,,,,,,,,,,,,
08/03/2016,100100306125-01W,,Fix,,,9.75,,all pages,DatNVT,done,08:30,19:15,1:00,,,,,,,,,,,,,
11/03/2016,100100306125-01W,,Fix,,,7,,all pages,DatNVT,done,13:00,20:00,,,,,,,,,,,,,,
12/03/2016,100100306125-01W,,Fix,,,8,,all pages,DatNVT,done,08:30,17:30,1:00,,,,,,,,,,,,,
09/03/2016,100100306125-01W,,Fix,,,7.5,,all pages,DatNVT,done,13:00,20:30,,,,,,,,,,,,,,
08/03/2016,100100927703-01W,????????????????????,Fix,,,0.5,,index,VuLDN,done,10:00,10:30,,,,,,,,,,,,,,
08/03/2016,100101069401-01W,???????????????????,Fix,,,4,,all pages,VuLDN,done,13:00,17:00,,,,,,,,,,,,,,
10/03/2016,100101069401-01W,???????????????????,Fix,,,2.5,,index,VuLDN,done,09:00,11:30,,,,,,,,,,,,,,
07/03/2016,100100294010-01W,,Fix,,,3,,all pages,LamNTP,done,08:30,11:30,,,,,,,,,,,,,,
18/03/2016,100101069401-01W,???????????????????,Fix,,,3,,all pages,VuLDN,done,08:30,11:30,,,,,,,,,,,,,,
18/03/2016,100101073401-01W,???? ???,Fix,,,4,,index,VuLDN,done,11:30,16:30,1:00,,,,,,,,,,,,,
09/03/2016,100101030101-01W,,Fix,,,3,,"index, flow.html, staff.html",HuyTV,done,08:30,11:30,,,,,,,,,,,,,,
21/03/2016,00100344313-01W,?????????????????,Fix,,,2,,index,VuLDN,done,13:00,15:00,,,,,,,,,,,,,,
22/03/2016,100101061805-01W,?????????????,Fix,-,10,8,,"index.html, all page",LamNTP,done,08:30,17:30,1:00,"js menu, design header",,,,,,,,,,,,
22/03/2016,100101061805-01W,?????????????,Fix,-,10,8,,"access.html, staff.html, recuit.html",ThuyTTN,done,08:30,17:30,1:00,design illust map,,,,,,,,,,,,
23/03/2016,100101061805-01W,?????????????,Fix,-,-,1,,staff.html,ThuyTTN,done,08:30,09:30,,,,,,,,,,,,,,
23/03/2016,100101029301-01W,??????????,Fix,-,7,4,,staff.html,ThuyTTN,done,09:30,14:30,1:00,edit 70 img,,,,,,,,,,,,
23/03/2016,100101029301-01W,??????????,Fix,-,7,6.5,,all pages,TrucPTT,done,08:30,16:00,1:00,,,,,,,,,,,,,
22/03/2016,100101077401-01W,???????????????,Fix,,,6,,all pages,TrucPTT,done,08:30,15:30,1:00,,,,,,,,,,,,,
23/03/2016,100101069401-01W,???????????????????,Fix,,,4.5,,all pages,VuLDN,done,08:30,14:00,1:00,,,,,,,,,,,,,
23/03/2016,100101077401-01W,?? ????????????,Fix,,3,3,,all pages,ThuyTTN,done,14:30,17:30,,,,,,,,,,,,,,
3/24/2016,000100098019-01W,??????????????????,Fix,,1.5,2,,all pages,TrucPTT,done,10:30,13:30,1:00,,,,,,,,,,,,,
3/24/2016,100101077401-01W,?? ????????????,Fix,,3,3,,all pages,TrucPTT,done,13:30,16:30,,,,,,,,,,,,,,
28/03/2016,100100888803-01W,???? ???????,Fix,,2,2,,all pages,VuLDN,done,11:30,14:30,1:00,,,,,,,,,,,,,
25/03/2016,100101061805-01W,?????????????,Fix,,1.5,1.5,,staff.html,LamNTP,done,13:00,14:30,,,,,,,,,,,,,,
25/03/2016,100100356333-01W,???? ??????,Fix,,2,2,,"index.html, about",LamNTP,done,14:30,16:30,,,,,,,,,,,,,,
28/03/2016,100101061805-01W,?????????????,Fix,,1.5,1.5,,staff.html,LamNTP,done,08:30,10:00,,,,,,,,,,,,,,
28/03/2016,100101077401-01W,???????????????,Fix,,3,3,,all pages,LamNTP,done,10:00,14:00,1:00,,,,,,,,,,,,,
21/03/2016,100100289108-01W,,Fix,,2,2,,all pages,DatNVT,done,18:30,20:30,,,,,,,,,,,,,,
28/03/2016,100100721903-01W,???PDM?????,Fix,,3,3,,all pages,ThuyTTN,done,08:30,11:30,,,,,,,,,,,,,,
28/03/2016,100100975101-01W,???? ??????,Fix,,2,2,,all pages,ThuyTTN,done,11:30,14:30,1:00,,,,,,,,,,,,,
28/03/2016,100100941105-01W,???????????????,Fix,,3,3,,all pages,ThuyTTN,done,14:30,17:30,,,,,,,,,,,,,,
3/14/2016,100101067301-01W,,Fix,,3.5,3.5,,all pages,HuyTV,done,09:00,13:30,1:00,,,,,,,,,,,,,
3/18/2016,000100165713-01W,,Fix,,3,3,,all pages,HuyTV,done,09:00,13:00,1:00,,,,,,,,,,,,,
24/03/2016,000100010717-01W,,Fix,,2,2,,all pages,HuyTV,done,13:00,15:00,,,,,,,,,,,,,,
28/03/2016,100101069401-01W,,Fix,,2,2,,all pages,HuyTV,done,15:00,17:00,,,,,,,,,,,,,,
29/03/2016,100100871809-01W,?????Manzana,Fix,,2,2,,all pages,ThuyTTN,done,09:00,11:00,,,,,,,,,,,,,,
29/03/2016,100101061805-01W,?? ??????????,Fix,,5,5,,all pages,ThuyTTN,done,11:00,17:00,1:00,,,,,,,,,,,,,
30/03/2016,100100356333-01W,???????????????,Fix,,1.5,1.5,,all pages,ThuyTTN,done,09:00,10:30,,,,,,,,,,,,,,
12/03/2016,100101064001-01W,?????????,Fix,,,6.5,,"index.html,implant.html,cosmetic-dentistry.html,endo.html,clinic_index.html",VanVTK,done,10:00,17:30,1:00,,,,,,,,,,,,,
14/03/2016,100101064001-01W,?????????,Fix,,,2.5,,all pages,VanVTK,done,13:30,16:00,,js new menu all pages,,,,,,,,,,,,
29/03/2016,100101064001-01W,?????????,Fix,,5,5,,all pages,BichVTN,done,10:00,16:00,1:00,,,,,,,,,,,,,
29/03/2016,100101077401-01W,?? ????????????,Fix,,3,3,,all pages,TrucPTT,done,08:30,11:30,,,,,,,,,,,,,,
29/03/2016,100101055301-01W,?????,Fix,,2.5,2.5,,all pages,TrucPTT,done,11:30,15:00,1:00,,,,,,,,,,,,,
29/03/2016,100100928134-01W,?????????????,Fix,,,2.5,,all pages,TrucPTT,done,15:00,17:30,,,,,,,,,,,,,,
30/03/2016,100100928134-01W,?????????????,Fix,,,6,,all pages,TrucPTT,done,08:30,15:30,01:00,,,,,,,,,,,,,
08/03/2016,100100859703-01W,???????????,Fix,,4,4,,index,TienND,done,08:30,13:30,1:00,,,,,,,,,,,,,
08/03/2016,100100534605-01W,????????????,Fix,,1.5,1.5,,index,TienND,done,13:30,15:00,,,,,,,,,,,,,,
08/03/2016,100100885403-01W,?????????????????????????????,Fix,,2,2,,index,TienND,done,15:00,17:00,,,,,,,,,,,,,,
30/03/2016,100101077401-01W,?? ????????????,Fix,,3,3,,all pages,ThuyTTN,done,14:00,17:00,,,,,,,,,,,,,,
16/03/2016,100100885403-01W,?????????????????????????????,Fix,,2,2,,index,NamPQ,done,08:30,10:30,,,,,,,,,,,,,,
18/03/2016,100101077001-01W,?????????????,Fix,,1.5,1.5,,index,NamPQ,done,10:30,12:00,,,,,,,,,,,,,,
21/03/2016,100101070501-01W,?????????????,Fix,,5,5,,all pages,NamPQ,done,11:30,17:30,1:00,,,,,,,,,,,,,
25/03/2016,000100010716-01W,????????????????????,,,3,3,,index,TienND,,08:30,11:30,,,,,,,,,,,,,,
25/03/2016,100100885403-01W,?????????????????????????????,,,2,2,,index,TienND,,11:30,14:30,1:00,,,,,,,,,,,,,
31/03/2016,100101077401-01W,?? ????????????,Fix,,2,2,,all pages,TrucPTT,done,09:00,11:00,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
