Date,??NO,Project Name,Type,Page number,Std. DUR,Real DUR,Work content,Page name,"Team/
Designer",Status,Start work,End work,Break,Note,,,,,,,,,,,,
3/14/2016,100101077401-01W,???????????????,New,3,6,6,"sub page 8,9,10","treatment/esthe.html, treatment/lost.html, treatment/oral.html",LamNTP,done,08:30,15:30,01:00,,,,,,,,,,,,,
3/15/2016,100101077401-01W,???????????????,New,1,2,2.5,sub page 6,treatment/prevent.html,TrucPTT,done,08:30,11:00,,,,,,,,,,,,,,
3/15/2016,100101077401-01W,???????????????,New,-,2,1.5,sub page kijkaku,kijkaku,TrucPTT,done,15:00,16:30,,set layout kijkaku,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100101070801-01W,,Plan,18,68,62.5, fmail,,2.team Manh,,,,,,,,,,,,,,,,,
14/03/2016,100101070801-01W,,New,,8,8,index + js,,ManhT,done,08:30,17:30,01:00,,,,,,,,,,,,,
17/03/2016,100101070801-01W,,New,,8,8,index + js,,ManhT,done,08:30,17:30,01:00,,,,,,,,,,,,,
18/03/2016,100101070801-01W,,New,,8,8,index + js,,ManhT,done,08:30,17:30,01:00,,,,,,,,,,,,,
14/03/2016,100101070801-01W,,New,,2,2,under,,ManhT,done,08:30,10:30,,,,,,,,,,,,,,
16/03/2016,100101070801-01W,,Option,,2,1.5,Join page,,ManhT,done,10:30,12:00,,,,,,,,,,,,,,
15/03/2016,100101070801-01W,,Option,,2,2,Fmail,,ManhT,done,13:00,15:00,,,,,,,,,,,,,,
16/03/2016,100101070801-01W,,Option,,3,2,Check,,ManhT,done,13:00,15:00,,,,,,,,,,,,,,
,100101070801-01W,,Option,,2,0,Fix sub pages,,,done,,,,,,,,,,,,,,,,
14/03/2016,100101070801-01W,,Option,,6,4.5,Responsive sub pages,,DiepBNH,done,08:30,14:00,01:00,,,,,,,,,,,,,
,100101070801-01W,,New,,2,0,Banner,,,done,,,,,,,,,,,,,,,,
10/03/2016,100101070801-01W,,New,2,5,3,"sub page 2,5","company/interview.html,company/index.html",DiepBNH,done,17:30,20:30,, design img m?i pages,,,,,,,,,,,,
11/03/2016,100101070801-01W,,New,,5,5,"sub page 3,4","company/keyword.html,company/jinzai.html",HuyTV,done,11:30,17:30,01:00,,,,,,,,,,,,,
11/03/2016,100101070801-01W,,New,10,11,10.5,"sub page 6,7,8,9,10,11,12,15,16,17","work/index.html,work/pm.html,work/trade.html,
work/monthly.html,work/consulting.html,interview/index.html
interview/detail-01.html,system/qualification.html
system/index.html
,system/career.html",DiepBNH,done,08:30,20:00,01:00,,,,,,,,,,,,,
12/03/2016,100101070801-01W,,,2,4,8,"sub page 13,14","interview/detail-02.html,interview/detail-03.html",DiepBNH,done,08:30,17:30,1:00," design img (pages 2,11,12,13,14,15)",,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100100344313-01W,?????????????????,Plan,15,64,46,"Responsive, Overnote, Fmail",,2.team Manh,,,,,,,,,,,,,,,,,
11/03/2016,100100344313-01W,?????????????????,New,,8,8,index + js,,VuLDN,done,08:30,17:30,01:00,,,,,,,,,,,,,
12/03/2016,100100344313-01W,?????????????????,New,,3,2,Fmail,,VuLDN,done,09:30,11:30,,,,,,,,,,,,,,
12/03/2016,100100344313-01W,?????????????????,New,,1,1,under,,VuLDN,done,08:30,09:30,,,,,,,,,,,,,,
14/03/2016,100100344313-01W,?????????????????,Option,,2,1,Join page,,VuLDN,done,08:30,09:30,,,,,,,,,,,,,,
12/03/2016,100100344313-01W,?????????????????,Option,,3,3,overnotes,,VuLDN,done,14:30,17:30,,,,,,,,,,,,,,
3/15/2016,100100344313-01W,?????????????????,Option,,2,1,Check,,ManhT,done,13:00,14:00,,,,,,,,,,,,,,
14/03/2016,100100344313-01W,?????????????????,Option,,3,1,Fix index,,VuLDN,done,09:30,10:30,,,,,,,,,,,,,,
14/03/2016,100100344313-01W,?????????????????,Option,,3,2,Fix sub pages,,VuLDN,done,15:30,17:30,,,,,,,,,,,,,,
14/03/2016,100100344313-01W,?????????????????,Option,,10,4,Responsive,,VuLDN,done,10:30,15:30,1:00,,,,,,,,,,,,,
12/03/2016,100100344313-01W,?????????????????,New,,4,2,Banner,,HuyTV,done,08:30,10:30,,,,,,,,,,,,,,
12/03/2016,100100344313-01W,?????????????????,New,,4,3,"sub page 14, 15",html overnote,VuLDN,done,11:30,15:30,01:00,,,,,,,,,,,,,
11/03/2016,100100344313-01W,?????????????????,New,,3,2,sub page 3,,HuyTV,done,15:00,17:00,,,,,,,,,,,,,,
12/03/2016,100100344313-01W,?????????????????,New,,8,6,"sub page 2, 4, 5, 6, 7",,HuyTV,done,08:30,15:30,01:00,,,,,,,,,,,,,
14/03/2016,100100344313-01W,?????????????????,,,4,4,"sub page 8, 9 ",,HuyTV,done,08:30,13:30,01:00,,,,,,,,,,,,,
3/15/2016,100100344313-01W,?????????????????,,,6,6,"sub page 10, 11, 12",,HuyTV,done,08:30,15:30,01:00,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100100305606-01W,,Plan,15,42,50.5,kijikaku,,2.team Manh,,,,,,,,,,,,,,,,,
12/03/2016,100100305606-01W,?????????????????,New,,8,8,index + js,,ManhT,done,08:30,17:30,01:00,,,,,,,,,,,,,
15/03/2016,100100305606-01W,?????????????????,New,,3,3,index + js,,ManhT,done,08:30,11:30,,,,,,,,,,,,,,
15/03/2016,100100305606-01W,?????????????????,New,,1,2,under,,ManhT,done,08:30,10:30,,,,,,,,,,,,,,
21/03/2016,100100305606-01W,?????????????????,Option,,1,1,Join page,,DiepBNH,done,13:00,14:00,,,,,,,,,,,,,,
16/03/2016,100100305606-01W,?????????????????,New,,1,2,under,,ManhT,done,08:30,10:30,,,,,,,,,,,,,,
21/03/2016,100100305606-01W,?????????????????,Option,,3,1,Kijikaku,,DiepBNH,done,14:00,15:00,,,,,,,,,,,,,,
21/03/2016,100100305606-01W,?????????????????,Option,,2,2,Fix sub pages,,DiepBNH,done,15:00,17:00,,,,,,,,,,,,,,
15/03/2016,100100305606-01W,?????????????????,New,,2,2,Banner,,TramNTH,done,08:30,10:30,,,,,,,,,,,,,,
15/03/2016,100100305606-01W,?????????????????,New,2,4,6,"sub page 10, 12","perio.html, implant.html",TramNTH,done,10:30,17:30,01:00,"design 8btn + 2 js(checklist, tabs)",,,,,,,,,,,,
16/03/2016,100100305606-01W,?????????????????,New,4,8,8,"sub page 11, 13, 14, 15","endo.html, ortho.html, esthe.html, prevent.html",TramNTH,done,08:30,17:30,01:00,,,,,,,,,,,,,
14/03/2016,100100305606-01W,?????????????????,New,2,4,3.5,"sub page 2,3","clinic/concept.html,clinic/staff.html",DiepBNH,done,14:00,17:30,,P3  9 pages ,,,,,,,,,,,,
15/03/2016,100100305606-01W,?????????????????,New,5,6,8,"sub page 4,5,6,7,8","clinic/access.html,clinic/price.html,special/specialist.html
special/facility.html,kids/pediatric-dentistry.html,",DiepBNH,done,08:30,17:30,1:00,,,,,,,,,,,,,
3/16/2016,100100305606-01W,?????????????????,New,1,2,4,sub page 9,kids/occlusion.html,DiepBNH,done,08:30,13:30,1:00,"9 pages  nhi?u text, cut 94 img",,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100100888803-01W,???? ???????,Plan,10,42,36,kijikaku + overnotes,,2.team Manh,,,,,,,,,,,,,,,,,
15/03/2016,100100888803-01W,???? ???????,New,,8,8,index + js,,VuLDN,done,08:30,17:30,01:00,,,,,,,,,,,,,
15/03/2016,100100888803-01W,???? ???????,New,,3,2,under design + cut,,VuLDN,done,15:30,17:30,,,,,,,,,,,,,,
22/03/2016,100100888803-01W,???? ???????,Option,,2,2,Join page,,DiepBNH,done,08:30,10:30,,,,,,,,,,,,,,
16/03/2016,100100888803-01W,???? ???????,Option,,3,3,overnotes,,VuLDN,done,11:30,15:30,01:00,,,,,,,,,,,,,
16/03/2016,100100888803-01W,???? ???????,New,,2,2,Kijikaku,,VuLDN,done,08:30,10:30,,,,,,,,,,,,,,
16/03/2016,100100888803-01W,???? ???????,New,,2,1,Fmail,,VuLDN,done,16:30,17:30,,,,,,,,,,,,,,
16/03/2016,100100888803-01W,???? ???????,Option,,2,2,Check,,ManhT,done,15:30,17:30,,,,,,,,,,,,,,
23/03/2016,100100888803-01W,???? ???????,Option,,2,3,Fix sub pages,,DiepBNH,done,09:00,12:00,,,,,,,,,,,,,,
22/03/2016,100100888803-01W,???? ???????,New,,2,2,Banner,,DiepBNH,done,09:30,11:30,,,,,,,,,,,,,,
16/03/2016,100100888803-01W,???? ???????,New,4,8,5,"sub page 2, 3,4,5","service/index.html,service/kb.html,service/wi.html
service/st.html",DiepBNH,done,11:30,17:30,01:00,,,,,,,,,,,,,
23/03/2016,100100888803-01W,???? ???????,New,2,4,3,"sub page 6,9","business/index.html,company/index.html",DiepBNH,done,08:30,11:30,,,,,,,,,,,,,,
16/03/2016,100100888803-01W,???? ???????,New,,4,3,"sub page 7,8",html overnote,VuLDN,done,08:30,11:30,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100100895307-01W,??????????,Plan,20,51,58,set overnote,,1.team Dat,,,,,,,,,,,,,,,,,
14/03/2016,100100895307-01W,??????????,New,1,6,6,index,,ThuyTTN,done,10:30,17:30,1:00,,,,,,,,,,,,,
15/03/2016,100100895307-01W,??????????,New,-,-,2,index,,ThuyTTN,done,08:30,10:30,,,,,,,,,,,,,,
15/03/2016,100100895307-01W,??????????,New,-,-,4,set js (main image),,ThuyTTN,done,10:30,15:30,1:00,,,,,,,,,,,,,
14/03/2016,100100895307-01W,??????????,New,-,2,2,code layout sub page,,ThuyTTN,done,08:30,10:30,,,,,,,,,,,,,,
3/16/2016,100100895307-01W,??????????,New,-,2,1,code common parts ,,ThuyTTN,done,13:00,14:00,,,,,,,,,,,,,,
3/16/2016,100100895307-01W,??????????,New,,3,3,set overnote,,TrucPTT,done,08:30,11:30,,,,,,,,,,,,,,
3/16/2016,100100895307-01W,??????????,New,-,-,1.5,Join page,,ThuyTTN,done,14:00,15:30,,,,,,,,,,,,,,
3/16/2016,100100895307-01W,??????????,New,-,-,1,Check,,ThuyTTN,done,15:30,16:30,,,,,,,,,,,,,,
3/16/2016,100100895307-01W,??????????,New,-,-,1,Fix,,ThuyTTN,done,16:30,17:30,,,,,,,,,,,,,,
14/03/2016,100100895307-01W,??????????,New,1,2,2,sub page 2,clinic/access.html,LamNTP,done,15:30,17:30,,,,,,,,,,,,,,
15/03/2016,100100895307-01W,??????????,New,4,8,8,"sub page 3,4,5,6","clinic/concept.html, cont/dent_body.html, cont/advanced.html, cont/dif_ortho.html",LamNTP,done,08:30,17:30,01:00,,,,,,,,,,,,,
3/15/2016,100100895307-01W,??????????,New,-,-,2,sub page,,ThuyTTN,done,15:30,17:30,,"design 2 illust ( cont/maternity.html, treatment/prev.html)",,,,,,,,,,,,
3/16/2016,100100895307-01W,??????????,New,2,4,3.5,"sub page 8, 12","cont/maternity.html, treatment/prev.html",ThuyTTN,done,08:30,12:00,,,,,,,,,,,,,,
3/15/2016,100100895307-01W,??????????,New,2,4,2,"sub page 19, 20",overnote,TrucPTT,done,18:00,20:00,,,,,,,,,,,,,,
16/03/2016,100100895307-01W,??????????,New,4,8,8,"sub page 7,9,10,11","cont/no_caries.html, treatment/caries.html, treatment/perio.html, treatment/kids.html",LamNTP,done,08:30,17:30,01:00,,,,,,,,,,,,,
17/03/2016,100100895307-01W,??????????,New,2,4,4,"sub page 13,16","treatment/denture.html, treatment/esthe.html",LamNTP,done,08:30,13:30,01:00,,,,,,,,,,,,,
15/03/2016,100100895307-01W,??????????,New,4,8,7,"sub page 14, 15, 17, 18","treatment/ortho.html, treatment/implant.html, treatment/whitening.html, treatment/surgery.html",ThanhNT,done,09:30,17:30,01:00,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100100721903-01W,???PDM?????,Plan,10,31,40.5,set kijkaku,,1.team Dat,,,,,,,,,,,,,,,,,
16/03/2016,100100721903-01W,???PDM?????,New,1,6,3,index,,TrucPTT,done,14:30,17:30,,,,,,,,,,,,,,
17/03/2016,100100721903-01W,???PDM?????,New,-,-,3.5,index,,TrucPTT,done,08:30,12:00,,,,,,,,,,,,,,
17/03/2016,100100721903-01W,???PDM?????,New,-,2,2,code layout sub page,,TrucPTT,done,13:00,15:00,,,,,,,,,,,,,,
16/03/2016,100100721903-01W,???PDM?????,New,-,-,2,code common parts ,,TrucPTT,done,11:30,14:30,1:00,,,,,,,,,,,,,
18/03/2016,100100721903-01W,???PDM?????,New,-,3,3,set kijkaku,,TrucPTT,done,13:00,16:00,,,,,,,,,,,,,,
18/03/2016,100100721903-01W,???PDM?????,New,-,-,1.5,Join page,,TrucPTT,done,16:00,17:30,,,,,,,,,,,,,,
21/03/2016,100100721903-01W,???PDM?????,New,-,-,2,Check,,TrucPTT,done,08:30,10:30,,,,,,,,,,,,,,
21/03/2016,100100721903-01W,???PDM?????,New,-,-,2,Fix,,TrucPTT,done,10:30,13:30,01:00,,,,,,,,,,,,,
17/03/2016,100100721903-01W,???PDM?????,New,-,4,2.5,sub page kijkaku,,TrucPTT,done,15:00,17:30,,,,,,,,,,,,,,
17/03/2016,100100721903-01W,???PDM?????,New,2,4,4,"sub page 2,3","dm.html, trouble.html",LamNTP,done,13:30,17:30,,,,,,,,,,,,,,
3/18/2016,100100721903-01W,???PDM?????,New,2,4,4,"sub page 4, 7","pdm.html, flow.html",LamNTP,done,08:30,13:30,01:00,,,,,,,,,,,,,
3/18/2016,100100721903-01W,???PDM?????,New,,,1,,,LamNTP,done,13:30,14:30,,Design banner all page,,,,,,,,,,,,
3/16/2016,100100721903-01W,???PDM?????,New,3,6,6,"sub page 5, 6, 9","price.html, feature.html, company.html",ThanhNT,done,08:30,15:30,01:00,,,,,,,,,,,,,
17/03/2016,100100721903-01W,???PDM ????,New,2,2,4,"sub page 8, 10","qa.html, contact/index.cgi",ThanhNT,done,08:30,13:30,01:00,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,000100146013-01W,?????????????,Plan,10,42,20,kijikaku + overnotes,,2.team Manh,,,,,,,,,,,,,,,,,
22/03/2016,000100146013-01W,?????????????,New,,,7,index + js,,HuyTV,done,08:30,16:30,01:00,,,,,,,,,,,,,
22/03/2016,000100146013-01W,?????????????,New,,,0.5,under,,HuyTV,done,17:00,17:30,,,,,,,,,,,,,,
24/03/2016,000100146013-01W,?????????????,Option,,,0.5,Join page,,HuyTV,done,09:30,10:00,,,,,,,,,,,,,,
24/03/2016,000100146013-01W,?????????????,Option,,,1,Kijikaku,,HuyTV,done,08:30,09:30,,,,,,,,,,,,,,
,000100146013-01W,?????????????,Option,,,0,Check,,,,,,,,,,,,,,,,,,,
24/03/2016,000100146013-01W,?????????????,Option,,,1,Fix index,,HuyTV,done,10:00,11:00,,,,,,,,,,,,,,
24/03/2016,000100146013-01W,?????????????,Option,,,1,Fix sub pages,,HuyTV,done,11:00,12:00,,,,,,,,,,,,,,
17/03/2016,000100146013-01W,?????????????,New,,,1.5,Banner,,TramNTH,done,08:30,10:00,,,,,,,,,,,,,,
17/03/2016,000100146013-01W,?????????????,New,2,4,6.5,"sub page 6, 7, 8, 9, 10","combined.html, kids-ortho.html, adult-ortho.html, esthe-ortho.html, faq.html",TramNTH,done,10:00,17:30,01:00,,,,,,,,,,,,,
24/03/2016,000100146013-01W,?????????????,New,,,1,"sub page 2, 3, 4, 5",,HuyTV,done,13:00,14:00,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100100289108-01W,???????????????????????,Plan,10,34,45,"set kkijikaku, tiny",,1.team Dat,,,,,,,,,,,,,,,,,
16/03/2016,100100289108-01W,???????????????????????,New,1,6,8,index,,DatNVT,done,08:30,17:30,01:00,,,,,,,,,,,,,
17/03/2016,100100289108-01W,???????????????????????,New,,,6,index,,DatNVT,done,08:30,15:30,01:00,,,,,,,,,,,,,
18/03/2016,100100289108-01W,???????????????????????,New,,,7,index,,DatNVT,done,08:30,16:30,01:00,,,,,,,,,,,,,
17/03/2016,100100289108-01W,???????????????????????,New,-,2,2.5,code layout sub page,,ThuyTTN,done,08:30,11:00,,cut under design banner all page,,,,,,,,,,,,
,100100289108-01W,???????????????????????,New,-,2,0,code common parts ,,,,,,,,,,,,,,,,,,,
,100100289108-01W,???????????????????????,Option,-,3,0,set kijkaku,,DatNVT,done,,,,,,,,,,,,,,,,
,100100289108-01W,???????????????????????,Option,-,1,0,set tiny,,DatNVT,done,,,,,,,,,,,,,,,,
,100100289108-01W,???????????????????????,Option,-,2,0,set js (main image),,DatNVT,done,,,,,,,,,,,,,,,,
,100100289108-01W,???????????????????????,New,,,0,Join page,,,,,,,,,,,,,,,,,,,
,100100289108-01W,???????????????????????,New,,,0,Check,,,,,,,,,,,,,,,,,,,
,100100289108-01W,???????????????????????,New,,,0,Fix,,,,,,,,,,,,,,,,,,,
17/03/2016,100100289108-01W,???????????????????????,New,1,2,5.5,sub page 8,voice.html,ThuyTTN,done,11:00,17:30,01:00,"41 page word, change 241 image",,,,,,,,,,,,
18/03/2016,100100289108-01W,???????????????????????,New,4,8,8,"sub page 9, 10, 2, 3","voice.html, beautiful.html, difference.html, clinic.html, dr.html",ThuyTTN,done,08:30,17:30,01:00,"design illust (difference.html), design 2 frame",,,,,,,,,,,,
21/03/2016,100100289108-01W,???????????????????????,New,4,8,8,"sub page 4, 5, 6, 7","access.html, flow.html, about.html, need.html",ThuyTTN,done,08:30,17:30,01:00,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,100100356333-01W,???????????????,Plan,7,24,25,,,1.team Dat,,,,,,,,,,,,,,,,,
18/03/2016,100100356333-01W,???????????????,New,1,6,3,index,,LamNTP,done,14:30,17:30,,,,,,,,,,,,,,
21/03/2016,100100356333-01W,???????????????,New,-,-,3,index,,LamNTP,done,08:30,11:30,,,,,,,,,,,,,,
21/03/2016,100100356333-01W,???????????????,New,-,2,2,code layout sub page,,ThanhNT,done,08:30,10:30,,,,,,,,,,,,,,
21/03/2016,100100356333-01W,???????????????,New,,2,2,code common parts ,,LamNTP,done,11:30,14:30,01:00,,,,,,,,,,,,,
23/03/2016,100100356333-01W,???????????????,Option,-,2,1,set js (main image),,LamNTP,done,14:30,15:30,,,,,,,,,,,,,,
23/03/2016,100100356333-01W,???????????????,New,-,-,2,"Join page, check and fix",,LamNTP,done,15:30,17:30,,,,,,,,,,,,,,
21/03/2016,100100356333-01W,???????????????,New,1,2,3,sub page 2,action.html,LamNTP,done,14:30,17:30,,"design icon, banner all pages",,,,,,,,,,,,
23/03/2016,100100356333-01W,???????????????,New,3,6,5,"sub page 3,5,7","about.html,message.html, recruit.html",LamNTP,done,08:30,14:30,01:00,,,,,,,,,,,,,
21/03/2016,100100356333-01W,???????????????,New,2,4,4,"sub page 4,6","clinic.html,staff.html",ThanhNT,done,10:30,15:30,01:00,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100100859105-01W,???????????????????????,Plan,10,30,28,,,3.team Tri,,,,,,,,,,,,,,,,,
09/03/2016,100100859105-01W,???????????????????????,New,1,8,8,index,,NgocTT,done,08:30,17:30,01:00,,,,,,,,,,,,,
10/03/2016,100100859105-01W,???????????????????????,New,-,2,2,code layout sub page,,NgocTT,done,08:30,10:30,,,,,,,,,,,,,,
,100100859105-01W,???????????????????????,New,-,2,0,code common parts ,,,,,,,,,,,,,,,,,,,
,100100859105-01W,???????????????????????,Option,-,3,0,set kijkaku,,,,,,,,,,,,,,,,,,,
,100100859105-01W,???????????????????????,Option,-,1,0,set tiny,,,,,,,,,,,,,,,,,,,
,100100859105-01W,???????????????????????,Option,-,2,0,set js (main image),,,,,,,,,,,,,,,,,,,
,100100859105-01W,???????????????????????,New,,,0,Join page,,,,,,,,,,,,,,,,,,,
14/03/2016,100100859105-01W,???????????????????????,New,,,2.5,Check,,NgocTT,done,08:30,11:00,,,,,,,,,,,,,,
15/03/2016,100100859105-01W,???????????????????????,New,,,1.5,Fix,,NgocTT,done,08:30,10:00,,,,,,,,,,,,,,
17/03/2016,100100859105-01W,???????????????????????,New,,,,Fix,,NgocTT,done,08:30,10:30,,,,,,,,,,,,,,
10/03/2016,100100859105-01W,???????????????????????,New,4,8,6,"sub page 2,3,4,6","access01.html, access02.html, staff.html ,flow.html",NgocTT,done,10:30,17:30,01:00,,,,,,,,,,,,,
11/03/2016,100100859105-01W,???????????????????????,New,4,8,8,"sub page 5,7,8,9,10","invisalign.html, cost.html , chief_complaint.html, faq.html, case.html ",NgocTT,done,08:30,17:30,01:00,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,100101067001-01W,?????????,Plan,5,35,15,,,3.team Tri,,,,,,,,,,,,,,,,,
,100101067001-01W,?????????,New,1,8,0,index,,,,,,,,,,,,,,,,,,,
,100101067001-01W,?????????,New,-,2,0,code layout sub page,,,,,,,,,,,,,,,,,,,
,100101067001-01W,?????????,New,-,2,0,code common parts ,,,,,,,,,,,,,,,,,,,
,100101067001-01W,?????????,Option,-,3,0,set kijkaku,,,,,,,,,,,,,,,,,,,
,100101067001-01W,?????????,Option,-,1,0,set tiny,,,,,,,,,,,,,,,,,,,
,100101067001-01W,?????????,Option,-,2,0,set js (main image),,,,,,,,,,,,,,,,,,,
,100101067001-01W,?????????,New,,,0,Join page,,,,,,,,,,,,,,,,,,,
01/03/2016,100101067001-01W,?????????,New,,,1,Check,,NgocTT,done,11:30,13:30,01:00,,,,,,,,,,,,,
01/03/2016,100101067001-01W,?????????,New,,,3,Fix,,NgocTT,done,08:30,11:30,,,,,,,,,,,,,,
02/03/2016,100101067001-01W,?????????,New,,,3.5,Fix,,NgocTT,done,08:30,12:00,,,,,,,,,,,,,,
03/03/2016,100101067001-01W,?????????,New,,,4,Fix,,NgocTT,done,08:30,13:30,01:00,,,,,,,,,,,,,
07/03/2016,100101067001-01W,?????????,New,,,3.5,Fix,,NgocTT,done,08:30,12:00,,,,,,,,,,,,,,
,100101067001-01W,?????????,New,4,8,0,sub page ,,,,,,,,,,,,,,,,,,,
,100101067001-01W,?????????,New,4,8,0,sub page ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,100101069601-01W,,Plan,15,64,91.33333333,"Responsive, kijikaku",,,,,,,,,,,,,,,,,,,
14/03/2016,100101069601-01W,?????????????,New,,8,8,index + js,,BichVTN,done,09:00,18:00,1:00,,,,,,,,,,,,,
16/03/2016,100101069601-01W,?????????????,New,,2,2,kijikaku,,BichVTN,done,09:00,11:00,,,,,,,,,,,,,,
16/03/2016,100101069601-01W,?????????????,Option,,1,2,Join page,,BichVTN,done,11:00,14:00,1:00,,,,,,,,,,,,,
15/03/2016,100101069601-01W,?????????????,Option,,2,3,Responsive,,BichVTN,done,11:00,15:00,1:00,,,,,,,,,,,,,
17/03/2016,100101069601-01W,?????????????,Option,,,4,Check and fix,,BichVTN,done,09:00,14:00,1:00,,,,,,,,,,,,,
15/03/2016,100101069601-01W,?????????????,Option,,2,3,design sp index,,BichVTN,done,15:00,18:00,,,,,,,,,,,,,,
14/03/2016,100101069601-01W,?????????????,New,3,,7.833333333,"sub page 2,3,4",,TriN,done,08:40,17:30,1:00,,,,,,,,,,,,,
15/03/2016,100101069601-01W,?????????????,New,3,,7.833333333,"sub page 4,5,6",,TriN,done,08:40,17:30,1:00,,,,,,,,,,,,,
16/03/2016,100101069601-01W,?????????????,New,3,,7.833333333,"sub page 7,8,9",,TriN,done,08:40,17:30,1:00,,,,,,,,,,,,,
17/03/2016,100101069601-01W,?????????????,New,1,,3.333333333,sub page 10,,TriN,done,08:40,12:00,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,
,000100103103-01W,,Plan,10,50.8,42.5,kijikaku + overnotes,,2.team Manh,,,,,,,,,,,,,,,,,
25/03/2016,000100103103-01W,,New,,9,9,index + js,,ManhT,,08:30,17:30,,,,,,,,,,,,,,
28/03/2016,000100103103-01W,,New,,4,3.5,index ,,ManhT,,08:30,12:00,,,,,,,,,,,,,,
24/03/2016,000100103103-01W,,New,,1,1,under,,ManhT,done,08:30,09:30,,,,,,,,,,,,,,
28/03/2016,000100103103-01W,,Option,,1,1,Join page,,DiepBNH,done,13:00,14:00,,,,,,,,,,,,,,
28/03/2016,000100103103-01W,,Option,,2,2,Check,,ManhT,,13:00,15:00,,,,,,,,,,,,,,
28/03/2016,000100103103-01W,,Option,,5,2,Fix index,,ManhT,,13:00,15:00,,,,,,,,,,,,,,
28/03/2016,000100103103-01W,,Option,,4,0,Fix sub pages,,ManhT,,,,,,,,,,,,,,,,,
28/03/2016,000100103103-01W,,Option,,4,4,Responsive sub pages,,DiepBNH,done,08:30,13:30,01:00,,,,,,,,,,,,,
28/03/2016,000100103103-01W,,New,,2,2,Banner,,ManhT,done,15:00,17:00,,,,,,,,,,,,,,
23/03/2016,000100103103-01W,,New,1,2,2,sub page 2,menu/index.html,DiepBNH,done,15:30,17:30,,,,,,,,,,,,,,
24/03/2016,000100103103-01W,,New,4,8,8,"sub page 3,4, 5,6","menu/perio.html,menu/child.html,menu/aesthetic.html,menu/denture.html",DiepBNH,done,08:30,17:30,1:00,,,,,,,,,,,,,
25/03/2016,000100103103-01W,,New,4,8,8,"sub pages 7,8,9,10","menu/orthodontics.html,clinic/reason.html
,clinic/concept.html,contact/index.cgi",DiepBNH,done,08:30,17:30,1:00,,,,,,,,,,,,,
28/03/2016,000100103103-01W,,New,,,3,Check sub pages,,DiepBNH,done,14:00,17:00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,creato,creato,Plan,58,,72.5,set new,-,TriN,,,,,,,,,,,,,,,,,
,creato,creato,New,1,,0,index,,NgocTT,,,,,,,,,,,,,,,,,
3/18/2016,creato,creato,New,-,,4,set js menu,,NgocTT,done,13:30,17:30,,,,,,,,,,,,,,
3/12/2016,creato,creato,New,-,,8,"sub page 1, 2",,NgocTT,done,08:30,17:30,1:00,,,,,,,,,,,,,
3/14/2016,creato,creato,New,-,,5.5,"sub page 3, 5,6,7,9,10,11",,NgocTT,done,11:00,17:30,1:00,,,,,,,,,,,,,
